audio,half,vowel_1,vowel_2,area_vowel_1,area_vowel_2,intersection_area,union_area,overlap_percent_of_vowel_1,overlap_percent_of_vowel_2,jaccard_overlap_percent
7c3c98d2-Audio_SP13,H1,i,e,237431.70003763313,477089.4443050176,75867.75304673096,638653.3912959198,31.95350622292889,15.902207427214933,11.879331430900939
7c3c98d2-Audio_SP13,H1,i,a,237431.70003763313,236832.8811220275,0.0,474264.5811596606,0.0,0.0,0.0
7c3c98d2-Audio_SP13,H1,i,o,237431.70003763313,373415.6650901643,0.0,610847.3651277974,0.0,0.0,0.0
7c3c98d2-Audio_SP13,H1,i,u,237431.70003763313,214793.7414672376,0.0,452225.4415048707,0.0,0.0,0.0
7c3c98d2-Audio_SP13,H1,e,a,477089.4443050176,236832.8811220275,40875.899891340974,673046.4255357041,8.567764468334744,17.259385477931072,6.0732660245251635
7c3c98d2-Audio_SP13,H1,e,o,477089.4443050176,373415.6650901643,25632.053148423685,824873.0562467582,5.372588610876149,6.8642147463831265,3.10739367158526
7c3c98d2-Audio_SP13,H1,e,u,477089.4443050176,214793.7414672376,3267.4684308046444,688615.7173414505,0.6848754399847199,1.5212121212121212,0.47449809066505355
7c3c98d2-Audio_SP13,H1,a,o,236832.8811220275,373415.6650901643,105118.75529381476,505129.790918377,44.38520310009344,28.150601359595605,20.810246630415172
7c3c98d2-Audio_SP13,H1,a,u,236832.8811220275,214793.7414672376,0.0,451626.62258926505,0.0,0.0,0.0
7c3c98d2-Audio_SP13,H1,o,u,373415.6650901643,214793.7414672376,97464.2874160732,490745.1191413287,26.10074952065539,45.375757575757575,19.860470051461615
7c3c98d2-Audio_SP13,H2,i,e,362815.5457926713,424511.9254890651,111525.61707269537,675801.8542090411,30.738930116414025,26.27149212456415,16.502709540982988
7c3c98d2-Audio_SP13,H2,i,a,362815.5457926713,225080.13267108393,0.0,587895.6784637553,0.0,0.0,0.0
7c3c98d2-Audio_SP13,H2,i,o,362815.5457926713,358285.6151220985,0.0,721101.1609147697,0.0,0.0,0.0
7c3c98d2-Audio_SP13,H2,i,u,362815.5457926713,210979.9259359205,0.0,573795.4717285918,0.0,0.0,0.0
7c3c98d2-Audio_SP13,H2,e,a,424511.9254890651,225080.13267108393,30458.998621570234,619133.0595385788,7.175063123722497,13.53251318101933,4.91962077493817
7c3c98d2-Audio_SP13,H2,e,o,424511.9254890651,358285.6151220985,24040.533474251493,758757.0071369121,5.663099675363712,6.70987962105563,3.1684100770239816
7c3c98d2-Audio_SP13,H2,e,u,424511.9254890651,210979.9259359205,0.0,635491.8514249857,0.0,0.0,0.0
7c3c98d2-Audio_SP13,H2,a,o,225080.13267108393,358285.6151220985,90215.80236887372,493149.94542430865,40.081637281025,25.179856115107913,18.2937873573628
7c3c98d2-Audio_SP13,H2,a,u,225080.13267108393,210979.9259359205,0.0,436060.0586070044,0.0,0.0,0.0
7c3c98d2-Audio_SP13,H2,o,u,358285.6151220985,210979.9259359205,99530.87107174186,469734.66998627706,27.779756392905476,47.17551711624532,21.18874280126046
