audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
7c3c98d2-Audio_SP13,H1,i,237431.70003763313,75867.75304673096,31.95350622292889,161563.9469909022,68.04649377707112
7c3c98d2-Audio_SP13,H1,e,477089.4443050176,134890.4696414252,28.273622745504657,342198.9746635924,71.72637725449536
7c3c98d2-Audio_SP13,H1,a,236832.8811220275,135996.9828550443,57.42318474138405,100835.89826698319,42.57681525861596
7c3c98d2-Audio_SP13,H1,o,373415.6650901643,217462.3909824366,58.23601185288477,155953.2741077277,41.76398814711522
7c3c98d2-Audio_SP13,H1,u,214793.7414672376,99976.72330111422,46.54545454545455,114817.01816612337,53.45454545454545
7c3c98d2-Audio_SP13,H2,i,362815.5457926713,111525.61707269537,30.738930116414025,251289.92871997596,69.26106988358598
7c3c98d2-Audio_SP13,H2,e,424511.9254890651,158955.9052488062,37.4443910063725,265556.0202402589,62.5556089936275
7c3c98d2-Audio_SP13,H2,a,225080.13267108393,113605.55707073305,50.47338284483247,111474.57560035089,49.52661715516753
7c3c98d2-Audio_SP13,H2,o,358285.6151220985,206717.96299515618,57.69641712372676,151567.6521269423,42.30358287627324
7c3c98d2-Audio_SP13,H2,u,210979.9259359205,99530.87107174186,47.17551711624532,111449.05486417864,52.82448288375468
