pair,centroid_distance_H1,centroid_distance_H2
i-e,319.0217869931108,312.0355883305343
i-a,872.9038666684384,890.383562399338
i-o,1244.4284086286264,1326.7525855436222
i-u,1351.4108997363146,1451.9980149967332
e-a,554.1103358512136,578.623793570018
e-o,942.4720094477898,1037.3485885640196
e-u,1057.152472818299,1171.048275362664
a-o,455.88773473852797,545.6940050376135
a-u,589.3223767799049,698.2690397609642
o-u,135.2971583199375,153.82744613451123
