audio,mean_centroid_shift,median_centroid_shift,max_centroid_shift,distance_matrix_correlation,vowel_space_area_H1,vowel_space_area_H2,vowel_space_area_abs_diff,mean_pairwise_distance_H1,mean_pairwise_distance_H2,mean_pairwise_distance_abs_diff,silhouette_H1,silhouette_H2,silhouette_abs_diff,classification_accuracy_H1_centroids_to_H2_tokens,classification_accuracy_H2_centroids_to_H1_tokens,classification_accuracy_mean
2988c6fc-Audio_SP13,54.433385204457274,61.18223658677029,71.80802778052093,0.9964033982785605,194444.09904732852,242687.67226843088,48243.57322110236,752.2007049982163,816.5980899700019,64.39738497178553,0.25387119737494435,0.2329472079839566,0.020923989390987746,0.7072037180480247,0.7475409836065574,0.7273723508272911
