center_f1,center_f2,cov_00_f2,cov_01,cov_11_f1,det_cov,region_level,chi2_q,width_f2_axis,height_f1_axis,angle_degrees,ellipse_area_analytic,raw_n_tokens,filtered_n_tokens,removed_outliers,removed_outliers_percent,audio,half,vowel
316.56843561530246,1815.322742152552,8590.802918861058,-1140.7654125867314,3034.376430477875,24766384.169318404,0.8,3.218875824868201,336.91100375900834,190.18677823517075,168.8381993748197,50325.187135333086,318,273,45,14.150943396226415,3361ee02-Audio_SP10,H1,i
440.1775535423597,1653.9855438174723,13674.910761585836,-1145.3352755579788,3217.6873038076983,42689793.844820395,0.8,3.218875824868201,421.5063293703874,199.58235500250225,173.8222138021118,66071.7978891399,324,312,12,3.7037037037037033,3361ee02-Audio_SP10,H1,e
584.757258663574,1433.7842332693106,28171.508826770674,-3881.511859604487,7452.685553881039,194887262.54805532,0.8,3.218875824868201,609.7357379590685,294.7910482776773,169.7299001378549,141171.10806726015,321,319,2,0.6230529595015576,3361ee02-Audio_SP10,H1,a
471.356808509241,1100.5441697238286,46266.10736663411,-394.37347591783805,2423.3195856202383,111962033.69346571,0.8,3.218875824868201,771.8452498150435,176.5100215600919,179.48467012262373,107001.40617627911,254,240,14,5.511811023622047,3361ee02-Audio_SP10,H1,o
393.33259548403794,898.5947517978677,25431.336971260807,1680.3703904856093,2653.9823354154228,64670674.43850262,0.8,3.218875824868201,573.6103287487822,180.50986718894626,-175.80335587476384,81321.95130821796,69,58,11,15.942028985507244,3361ee02-Audio_SP10,H1,u
321.24827495927224,1797.2821258288482,9281.228126790527,-57.144999463383364,3153.4470778712293,29264596.164520267,0.8,3.218875824868201,345.69834284726227,201.4828959940566,179.46574662390705,54704.79105461701,201,180,21,10.44776119402985,3361ee02-Audio_SP10,H2,i
440.49780509549646,1626.2529182076578,14285.242427656722,-2095.2012826856812,3141.57186666089,40488247.30418912,0.8,3.218875824868201,434.550500748409,188.53346452312712,169.69600832709597,64345.55991849779,265,252,13,4.905660377358491,3361ee02-Audio_SP10,H2,e
581.9885437949674,1343.5611609587868,26788.283584917597,-3782.001211897646,9629.865815872523,243664043.193502,0.8,3.218875824868201,595.9611130399115,337.2422786585283,168.10525796534995,157851.9019335499,254,252,2,0.7874015748031495,3361ee02-Audio_SP10,H2,a
476.3655398824795,1131.2394563352582,40510.929838589254,1073.6891728547803,3388.582222748334,136121808.23814297,0.8,3.218875824868201,722.4943713225827,207.91872402019104,-178.34467959702977,117982.59676925732,250,239,11,4.3999999999999995,3361ee02-Audio_SP10,H2,o
386.0902401772782,984.9039578893962,35854.47265901806,1789.8391749997218,2023.5192070412495,69348689.81149481,0.8,3.218875824868201,680.338295257246,157.60080347293578,-176.9799826393974,84211.85346411142,51,46,5,9.803921568627452,3361ee02-Audio_SP10,H2,u
