h1_audio,predicted_h2_audio,true_h2_audio,is_correct,assigned_cost,true_match_cost,true_match_rank,predicted_match_rank_for_this_h1,best_candidate_cost_for_this_h1,second_best_candidate_cost_for_this_h1,margin_best_to_second,centroids_distance_assigned,centroids_distance_true,geometry_distance_assigned,geometry_distance_true,ellipse_distance_assigned,ellipse_distance_true,overlap_distance_assigned,overlap_distance_true
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16,True,0.25051234753719187,0.25051234753719187,1,1,0.25051234753719187,0.44636978976122854,0.19585744222403667,0.20967814428288498,0.20967814428288498,0.26412374862196086,0.26412374862196086,0.3471243741963225,0.3471243741963225,0.49880995186360316,0.49880995186360316
0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,True,0.2625223851177997,0.2625223851177997,1,1,0.2625223851177997,0.35463719921348386,0.09211481409568417,0.2827238708329002,0.2827238708329002,0.25578855654609955,0.25578855654609955,0.8819178210926861,0.8819178210926861,2.045482339221539,2.045482339221539
0e6115f2-Audio_SP19,7a414497-Audio_SP15,0e6115f2-Audio_SP19,False,0.45463857713922334,0.5139623598119529,9,6,0.3986033838008214,0.41722561910328204,0.018622235302460655,0.7412370183217469,0.28644929876290015,0.35910576341171546,0.5898000468283039,0.8612437490936237,0.26326859237987654,0.663078278771615,0.3519688092294734
0f786745-Audio_SP20,0f786745-Audio_SP20,0f786745-Audio_SP20,True,0.21431618722173673,0.21431618722173673,1,1,0.21431618722173673,0.4874960397916817,0.273179852569945,0.1597674585113706,0.1597674585113706,0.23249909679185876,0.23249909679185876,0.6217624580899144,0.6217624580899144,0.7078409462029293,0.7078409462029293
12c532f8-Audio_SP15,12c532f8-Audio_SP15,12c532f8-Audio_SP15,True,0.20289194217750153,0.20289194217750153,1,1,0.20289194217750153,0.25952925903063,0.05663731685312848,0.1473757748937704,0.1473757748937704,0.22139733127207858,0.22139733127207858,0.26657793837826876,0.26657793837826876,0.26195868957880036,0.26195868957880036
181d5ce9-Audio_SP21,fcd45f4d-Audio_SP21,181d5ce9-Audio_SP21,False,0.42961585183620793,0.3140530033605414,3,6,0.23858528144044444,0.2679865133681728,0.029401231927728366,0.6067712994842305,0.40586068125396535,0.37056403595353377,0.28345044406273345,0.9145161124412446,0.5321064053789347,0.9482688704060523,0.4993810949639579
1c403477-Audio_SP13,919b9bc1-Audio_SP14,1c403477-Audio_SP13,False,0.3179150208742786,0.3619623696071308,3,2,0.30270587006563543,0.3179150208742786,0.015209150808643157,0.3324401717836933,0.256113741644046,0.3130733039044737,0.3972452455948257,0.8159669036065841,0.40244063313025813,0.8886747213726506,0.6502018788919334
1d46eb6e-Audio_SP18,1d46eb6e-Audio_SP18,1d46eb6e-Audio_SP18,True,0.25853998389515803,0.25853998389515803,1,1,0.25853998389515803,0.33885263772100316,0.08031265382584513,0.17731173022076716,0.17731173022076716,0.2856160684532883,0.2856160684532883,0.20316071122550086,0.20316071122550086,0.12474550204679165,0.12474550204679165
2988c6fc-Audio_SP13,2988c6fc-Audio_SP13,2988c6fc-Audio_SP13,True,0.39497744983950106,0.39497744983950106,1,1,0.39497744983950106,0.5009832239515061,0.10600577411200501,0.30128445658302905,0.30128445658302905,0.4262084475916584,0.4262084475916584,0.4851078883129156,0.4851078883129156,0.29184288190239904,0.29184288190239904
2e25304d-Audio_SP12,2e25304d-Audio_SP12,2e25304d-Audio_SP12,True,0.3132752177536928,0.3132752177536928,1,1,0.3132752177536928,0.5307206724762876,0.2174454547225948,0.24530156575120238,0.24530156575120238,0.335933101754523,0.335933101754523,0.5560082810078584,0.5560082810078584,0.6927539879739356,0.6927539879739356
30a90cb2-Audio_SP21,30a90cb2-Audio_SP21,30a90cb2-Audio_SP21,True,0.5315802923315207,0.5315802923315207,6,6,0.4253926391822712,0.46969549466934335,0.044302855487072135,0.3584375661097159,0.3584375661097159,0.5892945344054557,0.5892945344054557,0.350971085913711,0.350971085913711,1.1009754134264178,1.1009754134264178
