audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
713a2f9b-Audio_SP16,H1,i,156968.21847959294,43632.11232004387,27.796781248247633,113336.10615954906,72.20321875175236
713a2f9b-Audio_SP16,H1,e,85098.90294738433,53772.15536880129,63.18783616052958,31326.74757858304,36.81216383947042
713a2f9b-Audio_SP16,H1,a,123308.90891496761,29610.334041683993,24.013134413591263,93698.57487328362,75.98686558640874
713a2f9b-Audio_SP16,H1,o,110096.92574119601,79641.58811211557,72.33770386952351,30455.337629080444,27.662296130476495
713a2f9b-Audio_SP16,H1,u,172944.0675538071,65892.67557551914,38.100570032573295,107051.39197828797,61.89942996742671
713a2f9b-Audio_SP16,H2,i,185944.11730502298,50448.5402193375,27.13102245476346,135495.57708568548,72.86897754523653
713a2f9b-Audio_SP16,H2,e,107443.83756637528,71608.95644633162,66.64780230145256,35834.88112004366,33.352197698547435
713a2f9b-Audio_SP16,H2,a,154487.2533353919,56944.62585224135,36.8604040934138,97542.62748315054,63.13959590658619
713a2f9b-Audio_SP16,H2,o,132384.34730518397,109115.99689465787,82.4236392865345,23268.350410526094,17.57636071346551
713a2f9b-Audio_SP16,H2,u,177725.20084904012,95667.78217568221,53.82904715743856,82057.41867335791,46.170952842561434
