audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
e90f8e4d-Audio_SP22,H1,i,146030.28002668126,31098.479500134043,21.29591170711446,114931.80052654722,78.70408829288554
e90f8e4d-Audio_SP22,H1,e,120953.93573206216,35448.28075649161,29.307256966831435,85505.65497557056,70.69274303316857
e90f8e4d-Audio_SP22,H1,a,125589.68009889741,12295.5537505406,9.79025803780875,113294.12634835682,90.20974196219126
e90f8e4d-Audio_SP22,H1,o,150050.81345885238,88313.09642389696,58.85545995264769,61737.71703495542,41.14454004735231
e90f8e4d-Audio_SP22,H1,u,181695.18435171657,80367.34392971391,44.231961466927366,101327.84042200266,55.76803853307264
e90f8e4d-Audio_SP22,H2,i,136641.9081783169,34375.09306130095,25.157064563561022,102266.81511701594,74.84293543643898
e90f8e4d-Audio_SP22,H2,e,177583.33809165697,53681.40196979994,30.22885060426845,123901.93612185703,69.77114939573154
e90f8e4d-Audio_SP22,H2,a,242296.9165805992,45763.44084223673,18.887339338886587,196533.47573836247,81.11266066111341
e90f8e4d-Audio_SP22,H2,o,126879.16256659247,74722.90420498521,58.892967681566255,52156.25836160725,41.10703231843374
e90f8e4d-Audio_SP22,H2,u,104056.80402243968,48265.77227124748,46.38406178690539,55791.031751192204,53.61593821309461
