social_variable,vowel,social_group,n_tokens,n_audios,f1_20_mean,f1_20_median,f1_20_std,f1_20_iqr,f2_20_mean,f2_20_median,f2_20_std,f2_20_iqr,f3_20_mean,f3_20_median,f3_20_std,f3_20_iqr,f1_80_mean,f1_80_median,f1_80_std,f1_80_iqr,f2_80_mean,f2_80_median,f2_80_std,f2_80_iqr,f3_80_mean,f3_80_median,f3_80_std,f3_80_iqr,delta_f1_mean,delta_f1_median,delta_f1_std,delta_f1_iqr,delta_f2_mean,delta_f2_median,delta_f2_std,delta_f2_iqr,delta_f3_mean,delta_f3_median,delta_f3_std,delta_f3_iqr,delta_magnitude_mean,delta_magnitude_median,delta_magnitude_iqr
CountryRes,o,CO,6682,8,493.9596402075031,491.798828460186,74.37447813608429,89.35774057405348,1110.700235096316,1099.1412752450224,242.1674959212709,322.0151311440462,2542.8832342521337,2530.584287513998,368.36952203106125,378.72235190729725,484.8588507299955,484.96265837769477,81.57583428016613,102.78574203485391,1072.75388842327,1056.406239370071,210.76120921262716,266.41879022967555,2563.6882239037427,2551.574788820478,372.0485749230989,369.0087030067607,-9.100789477507682,-7.034126134421399,78.10903548452423,82.42246618935775,-37.94634667304606,-33.49905622344613,202.04922640457036,221.3672934511117,20.804989651609432,10.944546802524428,261.42194631508437,239.78234255559664,282.0235768273657,237.9935126325915,227.33305126680227
CountryRes,o,DO,1284,2,515.5198672920412,511.1448552326283,69.58889008462582,73.96423699693088,1020.5190572683701,1026.7416648423546,220.40285294576702,288.66814269842473,2470.7228405813016,2511.46937704244,349.251819898215,368.946021140227,514.7230639738142,514.0324527559114,73.1515829229022,82.602131149929,1002.4165981112354,1002.9752697719675,181.91099108116947,223.4582775073386,2479.3227728455727,2504.867247059302,317.885307953934,354.86689261028596,-0.7968033182271037,1.5306016676234435,87.52701465549718,87.88482715771397,-18.102459157134735,-19.06050374755091,204.9164784637376,217.99750461202126,8.599932264271379,6.990823783685755,275.8012361021754,273.4285885632819,292.03701128675726,239.60815537997252,243.9437582043777
CountryRes,o,EC,3280,4,510.33303794796177,484.8198117585505,136.7717890134096,103.47265964149938,1153.9983861667927,1166.9792111153884,284.5012874431122,369.5952676664905,2535.2932046863943,2596.4145590902,452.5588212661061,542.5284851224633,497.96450716193976,481.05338318619863,138.0493429283864,127.11517265785415,1108.395508084678,1105.5041581032892,268.754091400592,345.40296649271204,2564.2230055911073,2626.491941166917,467.23850628950686,575.9849886077691,-12.368530786022065,-9.31302664246968,129.94492843032242,101.54961814652034,-45.602878082114344,-40.13179281081395,203.1742391979882,227.67512257985248,28.92980090471339,17.756877842529093,245.67242167783635,245.93568769189187,292.11013156472467,249.61158269731598,233.08665479357543
CountryRes,o,PE,3272,5,485.8736428534917,481.61081972252794,78.34435075747719,87.39347207771903,1159.1085085937848,1151.1124279619648,248.56561144165968,359.3435488528048,2609.260712571603,2636.3087774252726,387.2200482908168,366.73309781507487,479.0771321272182,477.5399340397864,95.10016409154571,113.66889073962051,1126.1016891029535,1121.4213278349926,220.7265890186107,279.918933884578,2618.1231349676377,2646.2803998896134,399.36327750389864,384.0809036422893,-6.79651072627339,-4.201841623884974,84.55087000118657,78.91158291210407,-33.00681949083128,-34.82518468591934,216.99829257223996,233.3782590891322,8.862422396033747,0.25598960336651544,259.0495578297821,244.4514186827427,289.61595654819246,241.33992596768016,231.36370023048326
CountryRes,o,PY,504,1,474.5411245957664,471.4096597415421,75.80171880593223,67.97226003644272,1178.2279993240973,1151.189993531193,227.80160847656305,313.8806344749987,2287.883081154041,2292.0522852146123,331.32310441801513,516.7866239769746,493.5122676203642,484.1039415028831,120.47235874884376,92.25833266955425,1166.770265804822,1120.1691694821643,210.66937959941265,273.83536602031995,2326.150709148064,2365.9783587440415,326.06834304479617,451.37171683280485,18.971143024597694,18.003161660780336,112.44812658913911,95.8529699435246,-11.457733519275303,-14.691529008377302,169.12319702107092,207.03452229209313,38.26762799402307,36.18253720294456,262.4880243121994,292.79217252933506,284.6509193096323,246.01474192806376,216.076049269348
CountryRes,o,SV,935,1,476.9236853378464,475.97053662649927,64.14072623269381,71.5384696595413,1123.9718925626332,1132.6024373095145,231.7505719881725,277.82943914229145,2449.4827975178605,2374.795551979726,317.31615588005127,440.7910045942908,460.1608078419773,463.1571922559072,98.43815150199165,103.584756157617,1106.5099859161141,1128.0014553334947,189.8968094009455,206.5889240405545,2487.160901202861,2459.9932248045143,314.21325034787213,433.33136563741846,-16.76287749586907,-11.913338925864366,92.9387499343517,100.28500675943266,-17.461906646519147,-29.639577426416054,194.7062846837754,230.72734210949005,37.678103685000714,30.536513719895083,261.3645946111118,254.3842877678768,288.912941419155,248.03168683083058,216.59986810845453
CountryRes,o,VE,13984,17,499.585638265086,494.76524628925023,103.59826118835723,129.9188829618014,1129.525672917176,1111.0905979261254,264.68522947191906,358.7717613607997,2400.5972357708315,2400.6763095134834,478.14310598484883,559.3163909871705,487.7870815496515,485.11989507938824,121.48793478772758,157.98338120962535,1085.8143687430813,1065.4720175450734,224.20676312493583,278.7820325705129,2413.192831182738,2409.1390583008783,490.8274463037446,562.2508443648653,-11.798556715434541,-7.996746069614858,93.98051443767743,91.9782225940223,-43.71130417409449,-38.49654301840053,199.6233097723917,224.74535304778084,12.595595411906466,10.032674559001634,259.08585665249683,250.6620508840366,287.63267108814625,246.04342492068724,220.366475413078
CountryRes,u,AR,710,5,449.3803363938029,429.75335949015437,120.52392320395832,94.58140997926768,1022.8591861260952,929.8447170885266,351.9765499271322,357.2371951233316,2563.8384968786736,2530.4259939479207,396.8147774989509,395.02386028933233,459.3821211935977,458.37119030262556,88.93396923635387,114.00767951260576,1066.7141524223418,1051.159839008522,251.4113299888641,232.8196175450172,2590.6898742323706,2561.429916720259,416.3788594850799,380.98012804618975,10.00178479979479,21.073994434769986,132.63344357286368,97.22940534951094,43.85496629624661,84.90866172307517,294.4192988534112,341.7420433232253,26.851377353696623,2.9699551879512,314.5119689381561,274.44362810732605,376.64892092495256,308.0558919962998,282.25154188619865
CountryRes,u,CO,1061,8,422.9814032485201,406.6567641675574,106.93926529176433,99.59268208599161,1039.9045684687399,953.6512324389514,334.37341888798204,427.1628514011592,2530.6446759417895,2516.4397788047963,399.10558067493974,408.0539280919638,432.743552393057,430.92037394147377,86.82391215568383,133.3831741105592,1075.136844022706,1054.915019676561,239.16936475990678,276.20412568503764,2528.3337571352554,2517.987344976526,399.2864434020333,385.5972591729533,9.762149144536881,15.899675388756293,114.43751087101636,96.6370400306202,35.23227555396587,60.77650060314545,312.24780414990704,365.1838096976587,-2.3109188065340676,4.5969486920812415,285.6555047966749,289.8031047672555,372.5342355053589,329.79292908709436,297.9308894580157
CountryRes,u,DO,333,2,430.2538705052665,409.7995439429544,109.34289250476958,98.04515961428336,956.0136901051832,882.9190055807013,305.5292046727923,311.9937255935797,2454.832921194579,2484.8903520294075,361.9079829157699,364.13955609076766,457.97342916248,474.6194499611506,91.43591637541925,144.4318190128306,995.4609219769167,1010.517879064887,223.27392206770705,207.03951669672597,2464.150859398285,2480.054723298388,347.34042853465894,277.36998428277366,27.71955865721347,36.033146316049624,126.71219437624922,133.88589493180467,39.44723187173352,57.37174928286095,268.79350779445974,342.278528834879,9.317938203706017,3.8702233369585883,293.1674901484841,323.35905378994994,361.69403335646007,320.0960248547137,240.81901775026952
CountryRes,u,EC,696,4,453.68167203422513,418.11192758917224,158.13477177633953,104.73273689241063,1114.4447737387466,1052.5970224128573,390.43719040506903,468.732401900318,2561.4214513777592,2570.377928883203,462.86748378258295,558.0866488841111,447.47983801574696,442.47966560933105,114.99997290011687,124.8260777452179,1102.5737820969275,1067.6884753284062,311.94665789203077,288.86536562791844,2574.909313701866,2590.6435202234297,477.8439478098965,569.441013771403,-6.201834018478188,2.775352868806806,165.76549680994265,114.79040923503717,-11.870991641818975,7.0444130489509575,290.5856480479161,365.3523437822495,13.48786232410583,11.959733871033222,287.9459123346567,284.3646301981644,368.1992300295174,312.57974569267753,279.13838140651467
CountryRes,u,PE,551,5,437.86961622315084,421.2754964772046,125.31515253593192,107.8430119760572,1104.1823986887334,1036.1746618601064,358.89553613766554,507.9221396694388,2581.2220417608582,2576.4922246648543,402.5975926927195,455.6190798807256,426.2658138394649,421.4707707476268,82.99042334466189,113.78426739814734,1106.849779275701,1096.305104648204,277.3347793332321,265.333453390007,2591.7117808000144,2606.656006617153,431.04148311803857,375.62416548329475,-11.603802383685892,1.2011066849550502,124.24083831984284,84.87521403458925,2.66738058696721,7.683128533388754,320.52010777065277,386.77097653794647,10.489739039155966,5.880845329441399,336.2515726804908,304.8575080460314,401.55202899744427,341.24421154355485,291.8617406108802
CountryRes,u,PY,120,1,421.80051715915056,391.3134120656151,135.59286181868796,80.01241112278456,1078.2805547855937,998.4529843906012,283.80717543473054,377.0910030425965,2286.244581919607,2278.6257380760503,374.554899578637,533.792568561501,412.97256095834,408.5467975510909,71.67491188814127,83.21469294376499,1094.0850215652702,1054.268531367804,186.7469586114903,228.72871920015848,2251.095161775445,2224.970494511046,302.0652293099955,367.7159264374818,-8.827956200810553,4.708454717026683,141.99822205817043,84.22370399193434,15.804466779676176,41.18465332315486,283.8867652406617,293.551915553512,-35.14942014416208,-12.645644544507377,345.3570848834374,371.8795828054948,380.4514104843594,298.14208245790473,286.1014700139599
CountryRes,u,SV,132,1,417.4788779997671,409.21960227275525,99.00659077839832,61.133708034296546,1005.0442825940611,976.6632381628797,313.2317034885991,461.56655997365215,2398.165473737914,2310.3733454500743,397.5638948229474,576.4311174316949,429.0738828862747,425.7969121777352,82.51312260807391,118.06288050426917,1047.6585195388338,1074.8891549220907,236.39510696765504,209.02701655065812,2456.2540397278667,2407.000057344161,323.5532541147174,494.5491788391355,11.595004886507597,15.422660617888937,113.23326636755944,119.46789872195515,42.614236944772536,57.32649267920567,315.9463691950562,431.78602016470984,58.08856598995292,69.41323999649148,317.36230156481724,360.226776093871,407.4723558961621,374.8958416478521,350.75406157723563
CountryRes,u,VE,3096,17,432.2851980735,421.5160627038431,115.9292363426483,136.2139302152185,1032.4517693673713,954.360875808519,350.75229091880135,450.93828909989736,2403.651067276873,2390.8400090814566,489.39119715533184,617.4651965575067,449.1750033149687,446.06343996545866,110.66320616775135,149.58334190087396,1077.5816417602937,1058.4368579864386,273.4898936540842,298.50170643386855,2416.3169380368813,2409.5407049440264,495.99081733674905,565.8704432631621,16.88980524146872,17.570861865366282,112.36238811945381,105.77671373986689,45.12987239292243,67.30186428372087,292.8298448080215,380.13508405568723,12.665870760008474,3.391728078696133,296.4768930599267,314.5548217110369,374.36949117728494,337.3005015114058,276.2225991506614
