half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,291,364.2772215236238,2035.0577136177685,372.00181332360626,2024.9638537836495,95.81436996258967,261.50272456667005,111.05871736141677,253.78240762204678,218.21203851734197,164.59044011199424
H1,e,359,465.7253608214341,1807.0753822081551,473.3767617027497,1834.7786446816015,54.989254540276,237.9774369166055,64.81574205065618,266.723330465192,185.29635847574568,135.94296225955517
H1,a,400,628.8269732994991,1386.7690150799926,627.4986339096275,1408.7104713139406,61.45474469532838,205.7431069907428,77.70061545105648,247.7125660327406,169.43861637240053,142.1036806581596
H1,o,458,515.0248878273994,1092.5035332261095,520.8014675136252,1099.5115411916936,56.77821070025712,223.21967584784718,61.10588786204295,264.9297810862397,175.54203159296898,144.89426513865592
H1,u,47,435.7018444883201,939.072806837736,448.7061296205177,1006.2207806785374,91.26984167255927,344.97368449313234,123.83580307229624,334.49945743122476,260.58140367855566,197.5292020821823
H2,i,184,387.2432740717498,2003.6053271569403,394.08299665925273,1994.4574434742578,98.43858892847904,257.42287344233176,126.8390972971954,287.5633410807302,221.4810005012976,182.09900604225925
H2,e,287,470.6869381871037,1796.2789374411254,473.08495321881895,1805.937319596635,45.82974510427905,193.42879138198546,65.77253206036846,239.83465476538845,160.35933541911672,127.52344799683549
H2,a,329,618.0175620972524,1386.0628211422484,631.3137079155775,1411.347342979661,82.01190972706522,201.319071344693,95.08957509874756,212.59313011328913,175.04469833527753,147.43725102936932
H2,o,364,514.8293904474909,1099.966601988243,519.2156899497526,1102.8768510148677,62.27327529705562,212.4240943906375,57.033415053989756,265.0683363152135,178.60744579714125,151.40229004891782
H2,u,49,422.0415962949408,1002.1672226541838,433.8060475473884,1110.1542373313262,80.55749014809973,386.8725836142932,117.5061614426275,442.3607389015707,310.1965371938397,219.06438363071229
