half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,249.53490417564976,218.21203851734197,202.4243491014186,1.2327316614002193,0.8112065515248735,0.07793446364242076,0.1902287173806782,291
H1,e,i,249.53490417564976,185.29635847574568,202.4243491014186,1.2327316614002193,0.8112065515248735,0.16310670996962448,0.25980307185231677,359
H1,a,o,315.5044983332204,169.43861637240053,172.51731735391152,1.8288279876621145,0.5467982810555911,0.18133073436159536,0.31247552041666005,400
H1,o,u,172.72270552720448,175.54203159296898,222.16848651290906,0.7774401682174149,1.2862726173422327,0.17091429726010565,0.2534699175884212,458
H1,u,o,172.72270552720448,260.58140367855566,222.16848651290906,0.7774401682174149,1.2862726173422327,-0.2019942772707421,-0.14898606643160436,47
H2,i,e,223.4884268896042,221.4810005012976,193.35065301042633,1.1558710736681748,0.8651483913569049,0.02965729122136589,0.1310578471205981,184
H2,e,i,223.4884268896042,160.35933541911672,193.35065301042633,1.1558710736681748,0.8651483913569049,0.1912204090812274,0.2817719835066198,287
H2,a,o,304.13622832973607,175.04469833527753,176.83504475847974,1.7198866251037714,0.5814336744084302,0.18731257704294998,0.3195178167108529,329
H2,o,u,134.8120667515457,178.60744579714125,253.1032510471052,0.5326366460873936,1.877452494764926,0.15771307704547155,0.23905992038713983,364
H2,u,o,134.8120667515457,310.1965371938397,253.1032510471052,0.5326366460873936,1.877452494764926,-0.25615556582831395,-0.25082242187631293,49
