half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,1555,5,47,127487.53455799085,601.4004151929687,172.72270552720448,2.938105483270069,0.7774401682174149,201.81408972740255,0.13513637825867061
H2,1213,5,49,114877.81493970836,559.654059748377,134.8120667515457,2.6605809883080216,0.5326366460873936,209.13780344933457,0.14260126662689487
