half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,249.53490417564976,202.4243491014186,1.2327316614002193,True
H1,i,a,i-a,700.1891228921515,195.35344695204057,3.5842168838927555,False
H1,i,o,i-o,954.5329967422953,198.02966773905476,4.8201514835650325,False
H1,i,u,i-u,1098.309789019148,240.33223014920443,4.569964620797173,True
H1,e,a,e-a,450.84318586557185,177.54462140904968,2.5393232545573006,True
H1,e,o,e-o,716.2704591986405,180.48510370686964,3.9685849108187523,False
H1,e,u,e-u,868.5216648896474,226.094458586957,3.841410666664393,False
H1,a,o,a-o,315.5044983332204,172.51731735391152,1.8288279876621145,True
H1,a,u,a-u,487.574825286159,219.78638795576026,2.218403195125535,False
H1,o,u,o-u,172.72270552720448,222.16848651290906,0.7774401682174149,True
H2,i,e,i-e,223.4884268896042,193.35065301042633,1.1558710736681748,True
H2,i,a,i-a,659.2537589946556,199.61773468099483,3.3025811060735464,False
H2,i,o,i-o,912.6013164116919,201.18952914756093,4.5360278950817134,False
H2,i,u,i-u,1002.0425142575654,269.51412325711703,3.717959200607883,True
H2,e,a,e-a,435.87105296530933,167.86268625181282,2.5965928622842003,True
H2,e,o,e-o,697.7101293484337,169.72880744033927,4.110734882725687,False
H2,e,u,e-u,795.6002669994916,246.91801082860476,3.2221232640325628,False
H2,a,o,a-o,304.13622832973607,176.83504475847974,1.7198866251037714,True
H2,a,u,a-u,431.0248365357362,251.85565121944106,1.7113963274152844,False
H2,o,u,o-u,134.8120667515457,253.1032510471052,0.5326366460873936,True
