audio,half,vowel_raw,vowel,f1,f2,token_time
1d46eb6e-Audio_SP18,H1,o,o,511.503312409736,1022.9892774056952,3.59275
1d46eb6e-Audio_SP18,H1,o,o,492.5997423658779,1212.9383219985968,12.147750000000002
1d46eb6e-Audio_SP18,H1,o,o,535.5329744263656,986.3817792859912,12.792749999999998
1d46eb6e-Audio_SP18,H1,o,o,558.1495154102628,1395.700563549079,25.48375
1d46eb6e-Audio_SP18,H1,o,o,485.4613797452978,889.8906337460234,55.935750000000006
1d46eb6e-Audio_SP18,H1,o,o,480.1215352107898,827.2519998829094,57.32875
1d46eb6e-Audio_SP18,H1,o,o,457.2644947722696,970.7356949006704,59.18375
1d46eb6e-Audio_SP18,H1,o,o,481.6681121980153,912.9560773667216,63.59875
1d46eb6e-Audio_SP18,H1,o,o,484.3497900725003,1430.760590632805,67.71575
1d46eb6e-Audio_SP18,H1,o,o,561.3274632866638,1243.5731700930007,67.98575
1d46eb6e-Audio_SP18,H1,o,o,471.9617992463648,826.5258666170691,69.24275
1d46eb6e-Audio_SP18,H1,o,o,508.3969254703457,1038.2520249274007,71.74775
1d46eb6e-Audio_SP18,H1,o,o,487.5565708723443,1206.9718875527535,71.85375
1d46eb6e-Audio_SP18,H1,o,o,473.69545223731865,917.4945064066584,74.27275
1d46eb6e-Audio_SP18,H1,o,o,471.1608226835838,848.1984000522758,75.60875
1d46eb6e-Audio_SP18,H1,o,o,541.2223820643568,1410.882333448696,76.98375
1d46eb6e-Audio_SP18,H1,o,o,482.6420764540926,872.2505769252302,77.26575
1d46eb6e-Audio_SP18,H1,o,o,453.1724520468168,954.0112186538024,80.69375000000001
1d46eb6e-Audio_SP18,H1,o,o,445.3980597213983,870.5852981832575,82.35875
1d46eb6e-Audio_SP18,H1,o,o,383.9129085941718,1598.662716852957,84.08274999999999
1d46eb6e-Audio_SP18,H1,o,o,494.27890122529857,871.7248582890901,86.14774999999999
1d46eb6e-Audio_SP18,H1,o,o,529.8830391436104,1546.893545892646,86.66875
1d46eb6e-Audio_SP18,H1,o,o,594.7185796287346,1240.982376539083,91.49075
1d46eb6e-Audio_SP18,H1,o,o,416.6629998498566,724.2740401792586,93.44575
1d46eb6e-Audio_SP18,H1,o,o,452.2822131871832,1367.1596919124752,97.78575
1d46eb6e-Audio_SP18,H1,o,o,497.364184534851,1288.234002280877,98.55875
1d46eb6e-Audio_SP18,H1,o,o,678.3942119535445,1458.9497928153849,100.04075
1d46eb6e-Audio_SP18,H1,o,o,541.1346060020239,934.9327704641316,106.03075
1d46eb6e-Audio_SP18,H1,o,o,549.5977612943991,962.36031997557,107.99075
1d46eb6e-Audio_SP18,H1,o,o,498.8966658967885,847.056371538812,110.42275
1d46eb6e-Audio_SP18,H1,o,o,530.6366539776337,877.2879306337045,129.59075
1d46eb6e-Audio_SP18,H1,o,o,551.3859577262921,1143.572409137999,129.95275
1d46eb6e-Audio_SP18,H1,o,o,505.2247621768184,1087.450150520751,132.16375
