pair,centroid_distance_H1,centroid_distance_H2
i-e,230.0193909279325,241.08782747101787
i-a,638.2521891448572,694.6636812668881
i-o,1041.138659168202,1034.023760952249
i-u,1215.4292046776475,1236.5549627982364
e-a,408.40002789027835,453.59581169298593
e-o,821.542264937573,803.9145975757752
e-u,1001.981365192118,1012.4271783740201
a-o,469.9363321586477,411.92282744219256
a-u,664.2256917999761,630.718766951428
o-u,194.9024448660974,218.97267097238247
