vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,338.94242612621747,2127.937806868258,347.49660609060373,2129.5628130235577,8.554179964386265,1.6250061552996158,8.707160264280716
e,431.6471192593867,1917.4270943761335,442.8904828055238,1908.150643439332,11.243363546137061,-9.276450936801439,14.57620546690695
a,613.8707573410754,1551.934100592321,628.980165521561,1494.484364450987,15.109408180485616,-57.44973614133414,59.403420762389096
o,491.9145972572941,1098.0983910009074,492.64541644571386,1105.7772099472447,0.7308191884197868,7.678818946337287,7.713517815937878
u,423.82554202560027,915.4762576970894,430.5314791245846,895.7989029170991,6.70593709898435,-19.67735477999031,20.788647948174557
