half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,316.6346551481051,229.15975059982472,256.80371149795405,1.232983173417366,0.8110410762771205,0.24854475836074166,0.3430777160943518,341
H1,e,i,316.6346551481051,281.7482940201679,256.80371149795405,1.232983173417366,0.8110410762771205,0.04722877195584232,0.1373912325957266,501
H1,a,o,187.00526160257462,148.40532716395222,152.24058226860828,1.2283535626041464,0.8140978545948693,0.17315528980225237,0.2504404682809114,650
H1,o,u,149.6150871350376,155.98156509129558,161.14489874683343,0.9284506571324376,1.0770631614269581,0.12017894156141884,0.20410434694170526,424
H1,u,o,149.6150871350376,166.14785022962027,161.14489874683343,0.9284506571324376,1.0770631614269581,0.05547735306930691,0.11303893259127729,142
H2,i,e,257.45040007620094,206.51327538099065,221.91038516851674,1.1601548069987595,0.8619539340503454,0.22173148496108508,0.3068698286046212,357
H2,e,i,257.45040007620094,236.30637990264682,221.91038516851674,1.1601548069987595,0.8619539340503454,0.09247670497626811,0.20483954321398723,380
H2,a,o,196.27941083602946,173.7215767537835,165.07992258571701,1.1889962616993126,0.8410455374946265,0.16482889348018714,0.23923878954464428,525
H2,o,u,165.66667727407597,155.96017264671116,176.77618456277042,0.937154954915606,1.0670593958392434,0.13301302547312843,0.22512996351404535,419
H2,u,o,165.66667727407597,195.38695812451095,176.77618456277042,0.937154954915606,1.0670593958392434,0.06926205383277892,0.15820023456307353,81
