half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,2058,5,142,200209.44423753617,819.3536549810715,149.6150871350376,3.9769477065187773,0.9284506571324376,196.28855742097215,0.1373935837281959
H2,1762,5,81,215419.76651499065,800.7480216137676,165.66667727407597,4.054563929795656,0.937154954915606,193.5776725617286,0.15235458558375217
