audio,mean_centroid_shift,median_centroid_shift,max_centroid_shift,distance_matrix_correlation,vowel_space_area_H1,vowel_space_area_H2,vowel_space_area_abs_diff,mean_pairwise_distance_H1,mean_pairwise_distance_H2,mean_pairwise_distance_abs_diff,silhouette_H1,silhouette_H2,silhouette_abs_diff,classification_accuracy_H1_centroids_to_H2_tokens,classification_accuracy_H2_centroids_to_H1_tokens,classification_accuracy_mean
0f786745-Audio_SP20,23.433584056770336,11.808944842474508,69.08596554954394,0.9981511418965808,200209.44423753617,215419.76651499065,15210.322277454485,819.3536549810715,800.7480216137676,18.60563336730388,0.1373935837281959,0.15235458558375217,0.014961001855556266,0.7099886492622021,0.7099125364431487,0.7099505928526754
