audio,half,vowel_raw,vowel,f1,f2,token_time
51a17262-Audio_SP18,H1,i,i,501.4742186036981,2013.1203186929647,35.45375
51a17262-Audio_SP18,H1,i,i,415.09392191363935,2456.1449421058664,37.618750000000006
51a17262-Audio_SP18,H1,i,i,395.29157625637214,2233.015605964819,37.73575
51a17262-Audio_SP18,H1,i,i,449.4923028469615,2825.2861208007216,40.18275
51a17262-Audio_SP18,H1,i,i,508.79730345109886,2722.728045080862,41.24775
51a17262-Audio_SP18,H1,i,i,363.2136396707282,2768.061826148642,42.66575
51a17262-Audio_SP18,H1,i,i,392.7374710679604,2856.288868713198,46.51775
51a17262-Audio_SP18,H1,i,i,459.8337419996798,2322.327086585523,49.75375
51a17262-Audio_SP18,H1,i,i,408.62415930086297,2445.77038710472,50.51375
51a17262-Audio_SP18,H1,i,i,387.5525614256961,2687.0408734082484,51.73375
51a17262-Audio_SP18,H1,i,i,612.0649743743337,2817.380411001716,70.71275
51a17262-Audio_SP18,H1,i,i,474.3979776327327,2701.3707249870363,74.50075
51a17262-Audio_SP18,H1,i,i,424.6009969402102,2443.210719375309,75.11574999999999
51a17262-Audio_SP18,H1,i,i,423.2886754793728,2761.723650391333,80.36874999999999
51a17262-Audio_SP18,H1,i,i,477.7225077133049,3135.524835225283,80.89774999999999
51a17262-Audio_SP18,H1,i,i,458.33688211886624,2868.1491035677423,87.61275
51a17262-Audio_SP18,H1,i,i,476.31399022329833,2328.1018936789133,91.77575
51a17262-Audio_SP18,H1,i,i,333.1421385017475,2462.4164424258856,96.86375
51a17262-Audio_SP18,H1,i,i,431.7838887292543,2648.9594452037363,98.71375
51a17262-Audio_SP18,H1,i,i,354.8895828921084,2534.2291025393097,99.47375
51a17262-Audio_SP18,H1,i,i,393.0802285943744,2838.0912152632804,111.59575
51a17262-Audio_SP18,H1,i,i,489.58532106761606,2756.072690206496,111.70775
51a17262-Audio_SP18,H1,i,i,344.88370830558614,2897.428282429672,113.09275
51a17262-Audio_SP18,H1,i,i,389.7844875133894,2803.0420353647896,117.30575
51a17262-Audio_SP18,H1,i,i,437.67737008655473,2754.1802158362066,119.95075
51a17262-Audio_SP18,H1,i,i,503.4508491712928,2344.21097695206,122.83575
51a17262-Audio_SP18,H1,i,i,433.9871108294232,2820.4598378208284,125.73075
51a17262-Audio_SP18,H1,i,i,444.81730552772245,2498.559316019571,144.50575
51a17262-Audio_SP18,H1,i,i,558.790162473642,2876.713755650549,149.98874999999998
51a17262-Audio_SP18,H1,i,i,401.61693131010514,2288.731962048468,151.33775000000003
51a17262-Audio_SP18,H1,i,i,393.172171558065,2528.2477855326824,153.25375000000005
51a17262-Audio_SP18,H1,i,i,385.3215187036554,2722.5218059956,158.01575
51a17262-Audio_SP18,H1,i,i,428.412040793998,2780.269373477688,159.80375
51a17262-Audio_SP18,H1,i,i,510.6313004377015,2531.607221584272,166.15075000000002
51a17262-Audio_SP18,H1,i,i,355.34894811898374,2982.346149601969,175.28775
51a17262-Audio_SP18,H1,i,i,342.0370673582085,1979.7600885675547,178.30575000000002
51a17262-Audio_SP18,H1,i,i,333.8898646617047,2790.1814243648487,178.56275
51a17262-Audio_SP18,H1,i,i,361.42704672813767,2527.6633194933984,179.48874999999998
51a17262-Audio_SP18,H1,i,i,401.878520022119,2435.601138503942,181.08375
51a17262-Audio_SP18,H1,i,i,371.8449741305081,2382.222789994448,204.05575
51a17262-Audio_SP18,H1,i,i,270.8232299022518,2220.528118593528,205.97375
51a17262-Audio_SP18,H1,i,i,465.2232902261357,2261.987125194804,225.55375
