audio,vowel,overlap_H1,overlap_H2,overlap_diff_H2_minus_H1
34ad326e-Audio_SP7,u,48.75151515151515,54.117708770457405,5.366193618942255
375a28cd-Audio_SP16,i,54.37122460186711,39.67766692248657,-14.69355767938054
375a28cd-Audio_SP16,e,45.09678888635846,45.99644128113879,0.8996523947803325
375a28cd-Audio_SP16,a,22.166387493020657,34.131984745481674,11.965597252461016
375a28cd-Audio_SP16,o,86.12148773753451,93.73681288173238,7.615325144197868
375a28cd-Audio_SP16,u,49.35816763151271,53.9107838891295,4.552616257616791
42d56bbf-Audio_SP23,i,33.549994583468745,38.58536585365854,5.035371270189792
42d56bbf-Audio_SP23,e,25.475086039203955,27.05058238983465,1.5754963506306936
42d56bbf-Audio_SP23,a,6.101146095181288,3.483606557377049,-2.6175395378042388
42d56bbf-Audio_SP23,o,63.543066585216856,59.98115493336923,-3.5619116518476233
42d56bbf-Audio_SP23,u,56.329306053062965,58.72529919287504,2.3959931398120773
49ae7020-Audio_SP17,i,20.38113832180298,24.12905038396704,3.747912062164062
49ae7020-Audio_SP17,e,53.19491525423729,56.99739328771586,3.8024780334785717
49ae7020-Audio_SP17,a,28.18375159506593,28.709317166560304,0.5255655714943721
49ae7020-Audio_SP17,o,68.81224640354114,90.63558092289831,21.823334519357175
49ae7020-Audio_SP17,u,44.81274900398407,30.69495013455754,-14.117798869426526
501e6487-Audio_SP19,i,20.9860268916425,29.06120867768595,8.075181786043451
501e6487-Audio_SP19,e,55.35111594991834,68.96650171298059,13.61538576306225
501e6487-Audio_SP19,a,36.073403720462544,27.946127946127948,-8.127275774334596
501e6487-Audio_SP19,o,76.71136698729201,82.1057978376025,5.394430850310485
501e6487-Audio_SP19,u,46.89666290504595,44.56047457959504,-2.3361883254509124
514fc6b6-Audio_SP19,i,39.520929793064354,35.14358062604386,-4.377349167020498
514fc6b6-Audio_SP19,e,50.07460890493382,42.649037168005535,-7.425571736928283
514fc6b6-Audio_SP19,a,25.52533022358772,28.28329842525793,2.7579682016702094
514fc6b6-Audio_SP19,o,82.49600000000001,50.0345009538499,-32.46149904615011
514fc6b6-Audio_SP19,u,48.91902672516952,73.63317852195877,24.714151796789245
51a17262-Audio_SP18,i,25.974092207262338,1.2186094185980298,-24.75548278866431
51a17262-Audio_SP18,e,32.28071343005457,20.566885585897,-11.713827844157567
51a17262-Audio_SP18,a,20.02601908065915,15.72766671326716,-4.29835236739199
51a17262-Audio_SP18,o,43.26443658779802,41.20610317268103,-2.0583334151169907
51a17262-Audio_SP18,u,84.04583516967827,96.43920311426608,12.393367944587808
5278b5b9-Audio_SP15,i,31.95821763850325,34.55490900086665,2.5966913623634014
5278b5b9-Audio_SP15,e,44.44127301270158,44.98772285683784,0.5464498441362622
5278b5b9-Audio_SP15,a,25.35964973243449,19.40464666021297,-5.955003072221523
5278b5b9-Audio_SP15,o,72.51672671127125,81.35754248917978,8.840815777908531
5278b5b9-Audio_SP15,u,38.91016713091923,20.900562851782365,-18.009604279136862
5586979c-Audio_SP18,i,33.9297726355442,30.45672596442135,-3.473046671122848
5586979c-Audio_SP18,e,46.67637069383794,69.4118499203245,22.73547922648656
5586979c-Audio_SP18,a,10.637274549098196,22.588013307512785,11.95073875841459
5586979c-Audio_SP18,o,66.94060064052209,80.16484404460486,13.22424340408277
5586979c-Audio_SP18,u,45.2168284789644,57.96729485957323,12.750466380608827
5819ce7a-Audio_SP11,i,27.80985373364126,32.761914091198506,4.952060357557247
5819ce7a-Audio_SP11,e,51.68771147973921,48.03725422559504,-3.6504572541441647
5819ce7a-Audio_SP11,a,1.6785987349690696,3.5499570569710848,1.8713583220020151
5819ce7a-Audio_SP11,o,59.65838325128996,40.15921409214092,-19.49916915914904
5819ce7a-Audio_SP11,u,55.41232854073708,65.05484988452656,9.642521343789483
5a932187-audio_SP16,i,24.90363275318304,28.299254479661684,3.3956217264786446
5a932187-audio_SP16,e,79.06963102012085,77.65253896141239,-1.4170920587084623
5a932187-audio_SP16,a,56.54636380068687,60.179938073260494,3.6335742725736253
5a932187-audio_SP16,o,93.47456155582566,86.58465143526655,-6.889910120559108
5a932187-audio_SP16,u,61.71235470620794,71.07395862850666,9.36160392229872
63239054-Audio_SP15,i,24.00883531129497,24.234015944974207,0.22518063367923702
63239054-Audio_SP15,e,46.12032611751476,73.71981681931724,27.599490701802488
63239054-Audio_SP15,a,14.156921669824262,22.531218359770502,8.37429668994624
63239054-Audio_SP15,o,92.9155114548373,93.19252923721416,0.27701778237685915
63239054-Audio_SP15,u,40.51372896368468,30.48135547546064,-10.032373488224039
713a2f9b-Audio_SP16,i,27.79678124824764,27.13102245476346,-0.66575879348418
713a2f9b-Audio_SP16,e,63.18783616052958,66.64780230145256,3.4599661409229796
713a2f9b-Audio_SP16,a,24.013134413591263,36.8604040934138,12.847269679822535
713a2f9b-Audio_SP16,o,72.33770386952351,82.4236392865345,10.085935417010987
713a2f9b-Audio_SP16,u,38.100570032573295,53.82904715743856,15.728477124865265
7a414497-Audio_SP15,i,8.899270738377393,8.328051099517285,-0.5712196388601072
7a414497-Audio_SP15,e,27.612060625604645,31.049850385178583,3.4377897595739384
7a414497-Audio_SP15,a,13.994439295644115,23.502277575967245,9.50783828032313
7a414497-Audio_SP15,o,25.833136374379578,69.65978806469604,43.82665169031647
7a414497-Audio_SP15,u,10.120228061477444,19.361624954660865,9.24139689318342
7aee4437-Audio_SP12,i,25.106251106782363,22.59762887769403,-2.5086222290883313
7aee4437-Audio_SP12,e,96.15298087739032,82.95015040825096,-13.202830469139357
7aee4437-Audio_SP12,a,17.08940933863603,14.789299454236376,-2.300109884399655
7aee4437-Audio_SP12,o,71.46435891596448,90.2331778814124,18.76881896544792
7aee4437-Audio_SP12,u,52.990936555891246,51.81347150259068,-1.1774650533005655
7c3c98d2-Audio_SP13,i,31.95350622292889,30.738930116414025,-1.2145761065148655
7c3c98d2-Audio_SP13,e,28.273622745504657,37.4443910063725,9.170768260867842
7c3c98d2-Audio_SP13,a,57.42318474138405,50.47338284483247,-6.949801896551577
7c3c98d2-Audio_SP13,o,58.23601185288477,57.69641712372676,-0.5395947291580114
7c3c98d2-Audio_SP13,u,46.54545454545455,47.17551711624532,0.6300625707907699
7dec1dd7-Audio_SP13,i,29.631972397929847,26.149250428721576,-3.4827219692082707
7dec1dd7-Audio_SP13,e,43.9525759126578,53.80150239016618,9.848926477508378
7dec1dd7-Audio_SP13,a,1.87154137909594,6.8857709318285805,5.01422955273264
7dec1dd7-Audio_SP13,o,40.237293100922805,60.01938577696153,19.782092676038722
7dec1dd7-Audio_SP13,u,37.95048274543543,44.979088161000455,7.028605415565025
7e277fda-Audio_SP28,i,25.90864334945845,25.763256561328333,-0.14538678813011785
7e277fda-Audio_SP28,e,51.40139289960931,56.81233933161953,5.4109464320102205
7e277fda-Audio_SP28,a,27.83487495717712,30.8983987530112,3.0635237958340795
7e277fda-Audio_SP28,o,99.56723833947748,95.76847182635386,-3.798766513123624
7e277fda-Audio_SP28,u,38.70300307401277,44.13468501086169,5.431681936848918
85c7895f-Audio_SP16,i,34.4602043066069,44.00077346997969,9.540569163372794
85c7895f-Audio_SP16,e,55.60298826040554,36.48973701090443,-19.11325124950111
85c7895f-Audio_SP16,a,0.0,0.0,0.0
85c7895f-Audio_SP16,o,49.00301248027542,41.53368552911061,-7.46932695116481
85c7895f-Audio_SP16,u,38.44682048396173,36.0755002601826,-2.3713202237791293
919b9bc1-Audio_SP14,i,14.346611092691708,12.45874587458746,-1.8878652181042472
919b9bc1-Audio_SP14,e,66.19785082174462,66.01743646818773,-0.18041435355689828
919b9bc1-Audio_SP14,a,22.99347535571103,13.464837049742712,-9.528638305968318
919b9bc1-Audio_SP14,o,84.49095022624434,74.00269402134494,-10.4882562048994
919b9bc1-Audio_SP14,u,41.28506353392472,46.34554369772136,5.06048016379664
9a0c18cb-Audio_SP14,i,25.02699460107978,27.51573269403656,2.4887380929567797
9a0c18cb-Audio_SP14,e,30.066727724715424,18.8001638001638,-11.266563924551622
9a0c18cb-Audio_SP14,a,5.825162725549971,8.895066018068103,3.0699032925181324
9a0c18cb-Audio_SP14,o,83.41086287099522,54.552399784289065,-28.858463086706152
9a0c18cb-Audio_SP14,u,45.578917050691246,53.47863741339493,7.8997203627036825
a1a056ce-Audio_SP11,i,34.501480750246785,32.00232776758136,-2.4991529826654215
a1a056ce-Audio_SP11,e,76.25547257275302,57.06634205721242,-19.189130515540604
a1a056ce-Audio_SP11,a,40.03597345407183,17.861749390913868,-22.17422406315796
a1a056ce-Audio_SP11,o,99.98689813298397,56.20162182086251,-43.785276312121454
a1a056ce-Audio_SP11,u,50.61058344640435,69.93154821824038,19.32096477183603
a452055c-Audio_SP11,i,25.17261681742761,23.2522079147846,-1.9204089026430111
a452055c-Audio_SP11,e,43.66339979722879,57.43545362757825,13.772053830349456
a452055c-Audio_SP11,a,3.257214906136172,6.285747980423374,3.028533074287202
a452055c-Audio_SP11,o,61.94341027550261,95.52097661623108,33.577566340728474
a452055c-Audio_SP11,u,62.0219190337732,54.1128914430429,-7.909027590730304
adad0062-Audio_SP17,i,26.95301070864298,33.62434522324769,6.671334514604705
adad0062-Audio_SP17,e,55.034213098729225,75.55794155993559,20.52372846120636
adad0062-Audio_SP17,a,17.2862577587933,12.762871646120376,-4.523386112672926
adad0062-Audio_SP17,o,62.62568227520827,71.89036605354215,9.264683778333882
adad0062-Audio_SP17,u,42.19545300305396,30.38023998753312,-11.815213015520843
c3533b36-Audio_SP16,i,18.73960687332111,17.8756099337266,-0.8639969395945108
c3533b36-Audio_SP16,e,41.5795684423466,40.460224465306695,-1.1193439770399038
c3533b36-Audio_SP16,a,4.189340030696247,6.53978248425873,2.350442453562483
c3533b36-Audio_SP16,o,54.3409161732627,79.05835881753313,24.717442644270434
c3533b36-Audio_SP16,u,45.49356223175966,68.1649731022116,22.671410870451943
cafd9c21-Audio_SP27,i,26.30156960288189,23.919162757127392,-2.382406845754499
cafd9c21-Audio_SP27,e,51.06502592291836,59.50101334824237,8.435987425324008
cafd9c21-Audio_SP27,a,16.7621393008191,15.763022275224667,-0.9991170255944333
cafd9c21-Audio_SP27,o,32.62049788135594,46.8756199166832,14.255122035327261
cafd9c21-Audio_SP27,u,27.3576163660988,36.56166219839142,9.204045832292618
d4c363bf-Audio_SP13,i,27.319440479588923,26.28651626988253,-1.032924209706394
d4c363bf-Audio_SP13,e,42.90241326074592,44.95639534883721,2.0539820880912956
d4c363bf-Audio_SP13,a,13.526853919379478,8.164370078740157,-5.362483840639321
d4c363bf-Audio_SP13,o,56.51523959804003,74.13022661985316,17.61498702181313
d4c363bf-Audio_SP13,u,46.77926158680283,51.5718827269516,4.792621140148768
dbeec025-Audio_SP13,i,19.460789558147,21.875799809209152,2.415010251062153
dbeec025-Audio_SP13,e,65.50501261679057,90.79762436937224,25.292611752581678
dbeec025-Audio_SP13,a,50.86770623742455,57.0989010989011,6.231194861476553
dbeec025-Audio_SP13,o,75.28044054660413,89.78181818181817,14.501377635214041
dbeec025-Audio_SP13,u,35.20228215767635,42.13137906026948,6.92909690259313
e90f8e4d-Audio_SP22,i,21.29591170711446,25.157064563561025,3.861152856446566
e90f8e4d-Audio_SP22,e,29.307256966831435,30.22885060426845,0.9215936374370166
e90f8e4d-Audio_SP22,a,9.79025803780875,18.887339338886587,9.097081301077838
e90f8e4d-Audio_SP22,o,58.85545995264769,58.892967681566255,0.03750772891856258
e90f8e4d-Audio_SP22,u,44.231961466927366,46.38406178690539,2.1521003199780253
f061152e-Audio_SP12,i,22.52751204775948,32.61264168448228,10.085129636722797
f061152e-Audio_SP12,e,72.21112396172853,69.1584053997047,-3.052718562023827
f061152e-Audio_SP12,a,42.24259889965942,36.10319203626677,-6.139406863392651
f061152e-Audio_SP12,o,67.33161639530316,71.43062682844949,4.099010433146333
f061152e-Audio_SP12,u,64.94083694083695,59.01244963011969,-5.928387310717255
fcd45f4d-Audio_SP21,i,28.09352278033487,34.183542020920285,6.090019240585416
fcd45f4d-Audio_SP21,e,62.62746656072044,85.6056890632663,22.978222502545854
fcd45f4d-Audio_SP21,a,7.594128908742821,11.405588484335308,3.8114595755924867
fcd45f4d-Audio_SP21,o,46.48283196596778,77.23220054270578,30.749368576738
fcd45f4d-Audio_SP21,u,52.82674772036474,45.06608727141047,-7.760660448954276
