half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,154.75065917103484,174.0265270098842,0.8892360367695291,True
H1,i,u,i-u,1065.1152063233626,238.63490673793447,4.463367161506918,True
H1,e,a,e-a,558.4717846605378,157.40978841034493,3.5478847300441143,True
H1,a,o,a-o,568.5458491874466,178.8146636886965,3.1795258703013536,True
H1,o,u,o-u,110.646830729656,235.9624342938102,0.46891714378519833,True
H2,i,e,i-e,166.29196306870801,174.59960493207228,0.9524188965570893,True
H2,i,u,i-u,1182.297964126092,230.45876031018787,5.130193196104884,True
H2,e,a,e-a,567.9913693241166,164.08897905190798,3.4614839619694258,True
H2,a,o,a-o,540.1545360991291,174.42329011197265,3.096802816598471,True
H2,o,u,o-u,103.82982031827076,232.30923111417783,0.4469465970865332,True
