pair,centroid_distance_H1,centroid_distance_H2
i-e,154.75065917103484,166.29196306870801
i-a,713.1840266017748,733.9266495422752
i-o,1148.6899283538269,1151.8196673863386
i-u,1065.1152063233626,1182.297964126092
e-a,558.4717846605378,567.9913693241166
e-o,1007.0706240431975,1003.2268903757616
e-u,928.4035443232776,1041.0004744835928
a-o,568.5458491874466,540.1545360991291
a-u,538.5920177117553,617.290366235438
o-u,110.646830729656,103.82982031827076
