half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,3164,5,105,202077.6176150877,679.347047110587,110.646830729656,3.4896923991546402,0.46891714378519833,195.10570125736226,0.20094007642014117
H2,2816,5,112,215961.91039433266,710.7829700959721,103.82982031827076,3.667793501912622,0.4469465970865332,193.43081476475055,0.198820882385351
