audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
34ad326e-Audio_SP7,H1,i,407415.36926670943,194620.66047400385,47.769592203724116,212794.70879270558,52.23040779627588
34ad326e-Audio_SP7,H1,e,351971.523550618,213574.6094357708,60.67951386557443,138396.91411484717,39.32048613442557
34ad326e-Audio_SP7,H1,a,89015.02339712635,38782.33197787982,43.56829948227797,50232.691419246534,56.43170051772203
34ad326e-Audio_SP7,H1,o,217615.9127680179,139578.5817558551,64.1398783666377,78037.33101216282,35.8601216333623
34ad326e-Audio_SP7,H1,u,146231.37057472966,71290.0087820076,48.75151515151515,74941.36179272206,51.24848484848484
34ad326e-Audio_SP7,H2,i,319454.00237314997,154432.83651238703,48.3427458617332,165021.16586076294,51.65725413826681
34ad326e-Audio_SP7,H2,e,411949.4669745909,225701.87353647285,54.78872814038479,186247.59343811806,45.2112718596152
34ad326e-Audio_SP7,H2,a,73521.07887139019,39354.74233714794,53.52851582332037,34166.33653424225,46.47148417667964
34ad326e-Audio_SP7,H2,o,206627.95004521526,135645.08408459905,65.64701631841994,70982.86596061621,34.35298368158007
34ad326e-Audio_SP7,H2,u,237198.48495586097,128366.38529635007,54.117708770457405,108832.0996595109,45.882291229542595
