F1,F2,F3,B1,B2,B3,max_formant,smooth_error,time,rel_time,prop_time,id,label,file_name,group,speaker_num,point_heuristic,f0,intensity,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context,chunk_part,chunk_offset,chunk_time,original_chunk_id,chunk_file_name,B1_Hz,B2_Hz,B3_Hz,_source_file,_audio_id,_token_time,_audio_duration,_split_time,_time_basis,_split_basis,half
443.4413101594989,1407.5718222335574,2288.476885900053,3.2472371093847667,2.531674296825288,2.938903400433565,5153.846153846154,5.57878204076e-05,16.49275,0.025,0.3378378378378378,part01_0-0-2-4,o,42d56bbf-Audio_SP23.v0,group_0,1,fave,138.72891921047906,79.82605520210844,4,Bueno,,0.0500000000000007,[silence],",",n,#,n,.,final,1,0.0,16.49275,0-0-2-4,42d56bbf-Audio_SP23_part01,25.71918237459097,12.574542037395885,18.89511457267613,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,16.49275,6174.432,3087.216,time column: time,audio_duration,H1
556.3713205425479,1437.906916924163,2243.66304169063,3.3643820698010045,3.3566622437398275,4.027859298226754,5512.820512820513,0.0081552040783936,16.77275,0.065,0.3350515463917525,part01_0-0-6-0,a,42d56bbf-Audio_SP23.v0,group_0,1,fave,172.56303760117802,76.10997437376196,4,a,,0.1700000000000017,voy,comenzar,#,#,y,k,coextensive,1,0.0,16.77275,0-0-6-0,42d56bbf-Audio_SP23_part01,28.91562394011937,28.693259763562104,56.14060223346016,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,16.77275,6174.432,3087.216,time column: time,audio_duration,H1
429.4866657977937,837.5571038309969,2274.3373153156267,3.1450066770566267,3.0155032540634683,4.44455698070468,5333.333333333333,0.0008848207988029,16.98575,0.031,0.3297872340425531,part01_0-0-7-1,o,42d56bbf-Audio_SP23.v0,group_0,1,fave,199.33699615246925,80.77445535921923,4,comenzar,,0.0700000000000002,a,digamos,k,m,k,m,internal,1,0.0,16.98575,0-0-7-1,42d56bbf-Audio_SP23_part01,23.219830512889946,20.39935441576666,85.16214100717086,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,16.98575,6174.432,3087.216,time column: time,audio_duration,H1
357.0532922322145,1665.542915384566,3531.440618965526,3.377373078059231,2.840180402740801,2.9869110308600977,6589.74358974359,8.41911772176e-05,17.10575,0.031,0.3297872340425531,part01_0-0-7-3,e,42d56bbf-Audio_SP23.v0,group_0,1,fave,153.70735962882057,78.72003814376183,4,comenzar,,0.0700000000000002,a,digamos,m,n,m,n,internal,1,0.0,17.10575,0-0-7-3,42d56bbf-Audio_SP23_part01,29.29371764127312,17.118853546694,19.824351006322363,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,17.10575,6174.432,3087.216,time column: time,audio_duration,H1
335.7829509342096,864.4647192107336,1944.9771460948364,3.9481182892448015,3.33040285537486,4.786264887736735,4974.358974358975,0.0006684913305945,17.87575,0.031,0.3297872340425531,part01_0-0-8-5,o,42d56bbf-Audio_SP23.v0,group_0,1,fave,174.4579244886505,77.83758268262217,4,digamos,,0.0700000000000002,comenzar,por,m,s,m,s,internal,1,0.0,17.87575,0-0-8-5,42d56bbf-Audio_SP23_part01,51.83773138612936,27.949599081751806,119.85286766803954,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,17.87575,6174.432,3087.216,time column: time,audio_duration,H1
422.3954095874345,1602.377185994829,3757.705872207266,3.64143685763848,2.71011937996463,3.600224989824414,7666.666666666666,0.0001509855768935,18.16575,0.031,0.3297872340425531,part01_0-0-10-0,e,42d56bbf-Audio_SP23.v0,group_0,1,fave,133.24531249787609,78.81447852191027,4,el,,0.0700000000000002,por,nacimiento,#,l,R,l,initial,1,0.0,18.16575,0-0-10-0,42d56bbf-Audio_SP23_part01,38.14660861224031,15.031069816354478,36.60646960039782,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,18.16575,6174.432,3087.216,time column: time,audio_duration,H1
292.60592709500986,1591.45763066137,1749.8586103155728,3.946423691824694,3.926424358419717,4.055897606234328,5333.333333333333,0.0020565761535317,18.36575,0.031,0.3297872340425531,part01_0-0-11-1,a,42d56bbf-Audio_SP23.v0,group_0,1,fave,114.04530910808832,76.2728550998442,4,nacimiento,,0.0700000000000002,el,",",n,z,n,z,internal,1,0.0,18.36575,0-0-11-1,42d56bbf-Audio_SP23_part01,51.7499616884136,50.72527760386473,57.736964803431206,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,18.36575,6174.432,3087.216,time column: time,audio_duration,H1
249.9960585047262,2073.197787784125,3546.7752505935864,2.524215909147164,3.4008281208696687,3.364545953485088,6230.769230769231,0.0009507475507538,18.52375,0.027,0.3214285714285714,part01_0-0-11-3,i,42d56bbf-Audio_SP23.v0,group_0,1,fave,115.29626058783008,74.71197076362992,4,nacimiento,,0.0599999999999987,el,",",z,m,z,m,internal,1,0.0,18.52375,0-0-11-3,42d56bbf-Audio_SP23_part01,12.481105105575145,29.988924221276665,28.92036312742538,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,18.52375,6174.432,3087.216,time column: time,audio_duration,H1
250.8469239415625,2295.5324967541496,3775.625413742316,2.3844100767937224,2.6995362934439617,4.060780771598088,6410.25641025641,7.39364619544e-05,18.68575,0.031,0.3297872340425531,part01_0-0-11-5,i,42d56bbf-Audio_SP23.v0,group_0,1,fave,244.516753074556,80.45633794515913,4,nacimiento,,0.0699999999999967,el,",",m,é,m,é,internal,1,0.0,18.68575,0-0-11-5,42d56bbf-Audio_SP23_part01,10.852658541012437,14.872833495220684,58.0195934497626,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,18.68575,6174.432,3087.216,time column: time,audio_duration,H1
395.4575483675652,1144.713566499817,2396.996857677821,3.2051772193693164,3.942767462254932,4.70165658001648,5512.820512820513,0.001400678611439,18.95575,0.031,0.3297872340425531,part01_0-0-11-9,o,42d56bbf-Audio_SP23.v0,group_0,1,fave,95.56998631525911,63.02975457255347,4,nacimiento,,0.0700000000000002,el,",",t,#,t,.,final,1,0.0,18.95575,0-0-11-9,42d56bbf-Audio_SP23_part01,24.659869835816224,51.56109742420307,110.1294596858836,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,18.95575,6174.432,3087.216,time column: time,audio_duration,H1
410.20471868007326,1604.7108051366752,2273.4290251531,2.6208638824764705,3.0169738636802856,4.122940891212054,5692.307692307692,0.0002622738259303,19.09775,0.035,0.3365384615384615,part01_0-0-13-0,e,42d56bbf-Audio_SP23.v0,group_0,1,fave,125.9520731268426,73.65529103802673,4,el,,0.0800000000000018,",",la,#,l,.,l,initial,1,0.0,19.09775,0-0-13-0,42d56bbf-Audio_SP23_part01,13.747594762897682,20.429375972131485,61.74054776823258,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,19.09775,6174.432,3087.216,time column: time,audio_duration,H1
422.0235247430463,1451.6834518432686,2279.510177293409,3.653120711005434,3.5100569422111008,4.602785017325431,5512.820512820513,0.0330427942501123,19.43575,0.071,0.3317757009345795,part01_0-0-14-1,a,42d56bbf-Audio_SP23.v0,group_0,1,fave,120.49440153669762,70.1111759631799,4,la,,0.1900000000000012,el,próxima,l,#,l,p,final,1,0.0,19.43575,0-0-14-1,42d56bbf-Audio_SP23_part01,38.5949219070956,33.45017245649764,99.76176735919128,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,19.43575,6174.432,3087.216,time column: time,audio_duration,H1
515.0793453185886,1353.6678625363936,3363.935420114154,3.719062170976448,3.561751227466332,3.19721545962512,6230.769230769231,0.0002686134273714,19.70375,0.027,0.3214285714285714,part01_0-0-15-2,o,42d56bbf-Audio_SP23.v0,group_0,1,fave,140.5850734669213,74.48019878370006,4,próxima,,0.0599999999999987,la,semana,R,s,R,s,internal,1,0.0,19.70375,0-0-15-2,42d56bbf-Audio_SP23_part01,41.22571330300259,35.22482985244488,24.46431339657272,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,19.70375,6174.432,3087.216,time column: time,audio_duration,H1
236.7380106332621,1416.7165329982995,3408.039271338011,4.020705444141707,3.4645453261630133,3.681987841604465,6769.2307692307695,0.0023670321825449,19.95875,0.037,0.3245614035087719,part01_0-0-15-6,a,42d56bbf-Audio_SP23.v0,group_0,1,fave,179.23250852306603,78.07497177313155,4,próxima,,0.0899999999999998,la,semana,m,#,m,s,final,1,0.0,19.95875,0-0-15-6,42d56bbf-Audio_SP23_part01,55.7404137087151,31.961924218190912,39.72528320775197,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,19.95875,6174.432,3087.216,time column: time,audio_duration,H1
216.0063936899524,1750.1026124700168,2293.00765409264,3.0844375068011294,3.1409269375059243,3.3299062704416182,4794.871794871795,5.15901807102e-05,20.12375,0.027,0.3214285714285714,part01_0-0-16-1,e,42d56bbf-Audio_SP23.v0,group_0,1,fave,151.7692527056619,72.39085413561797,4,semana,,0.0600000000000022,próxima,",",s,m,s,m,internal,1,0.0,20.12375,0-0-16-1,42d56bbf-Audio_SP23_part01,21.855169999469453,23.12529262808592,27.93572317752529,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,20.12375,6174.432,3087.216,time column: time,audio_duration,H1
239.53619086447293,843.1239685162368,1420.5148121033592,3.409909560815572,3.812590212331757,3.428417375106055,3538.4615384615386,0.0008531561054493,20.42075,0.041,0.3306451612903226,part01_0-0-16-5,a,42d56bbf-Audio_SP23.v0,group_0,1,fave,107.74158934160393,73.61641038425992,4,semana,,0.1000000000000014,próxima,",",n,#,n,.,final,1,0.0,20.42075,0-0-16-5,42d56bbf-Audio_SP23_part01,30.26250721916246,45.26753968237235,30.8278152542164,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,20.42075,6174.432,3087.216,time column: time,audio_duration,H1
301.39303399136645,2280.369253632426,3472.3681498422666,3.320359097541449,3.0636211073474136,3.5279101850045205,6051.282051282051,0.0008233174812861,21.02575,0.031,0.3297872340425531,part01_0-0-19-1,i,42d56bbf-Audio_SP23.v0,group_0,1,fave,167.31157982215626,74.08730230639178,4,miércoles,,0.0699999999999967,próximo,voy,m,e,m,e,internal,1,0.0,21.02575,0-0-19-1,42d56bbf-Audio_SP23_part01,27.67028510602697,21.40492653282562,34.0527292989049,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,21.02575,6174.432,3087.216,time column: time,audio_duration,H1
283.6968227857294,1783.6826251108723,2505.253415029771,3.788883128665164,2.9371980838800424,4.816124076633551,6589.74358974359,0.010019150508824,21.37875,0.037,0.3245614035087719,part01_0-0-19-7,e,42d56bbf-Audio_SP23.v0,group_0,1,fave,193.061343511822,71.7208810299382,4,miércoles,,0.0899999999999998,próximo,voy,l,s,l,s,internal,1,0.0,21.37875,0-0-19-7,42d56bbf-Audio_SP23_part01,44.20699916361051,18.862919879888043,123.48554153625255,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,21.37875,6174.432,3087.216,time column: time,audio_duration,H1
292.7560258988637,1160.4763038092417,1754.0109441119337,3.4207859035909065,3.9168122727994414,3.905101064112946,4794.871794871795,0.0002316877618514,24.26375,0.027,0.3214285714285714,part01_0-0-30-8,o,42d56bbf-Audio_SP23.v0,group_0,1,fave,-6847.269740240767,78.97999371618698,4,veintiuno,,0.0599999999999987,el,de,n,#,n,d,final,1,0.0,24.26375,0-0-30-8,42d56bbf-Audio_SP23_part01,30.59344907707559,50.24003771214255,49.65509800703156,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,24.26375,6174.432,3087.216,time column: time,audio_duration,H1
328.9640965574511,1913.2392406905533,2978.9096201409666,3.872136796109879,3.467540972786729,4.34836951392339,7307.692307692308,0.00724154286607,24.38375,0.047,0.3263888888888889,part01_0-0-31-1,e,42d56bbf-Audio_SP23.v0,group_0,1,fave,219.6137133340781,78.42285003083276,4,de,,0.120000000000001,veintiuno,julio,d,#,d,x,final,1,0.0,24.38375,0-0-31-1,42d56bbf-Audio_SP23_part01,48.04493871290733,32.05781440340834,77.35223830193337,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,24.38375,6174.432,3087.216,time column: time,audio_duration,H1
324.36198047625794,1253.3509756899318,2242.9162347776805,3.678428251564036,3.8159799794787705,4.105499483506755,4974.358974358975,0.0004594469734395,25.24575,0.031,0.3297872340425531,part01_0-0-34-2,o,42d56bbf-Audio_SP23.v0,group_0,1,fave,146.3623909929504,72.89375671163589,4,año,,0.0700000000000002,del,mil,N,#,N,m,final,1,0.0,25.24575,0-0-34-2,42d56bbf-Audio_SP23_part01,39.58412886014085,45.42124646914091,60.67304216426188,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,25.24575,6174.432,3087.216,time column: time,audio_duration,H1
330.33452699803183,1295.1476178710436,2134.980527911788,3.611306251165233,3.987820126354666,4.4117780946974,4974.358974358975,6.38973541094e-05,25.53275,0.025,0.3378378378378378,part01_0-0-36-1,o,42d56bbf-Audio_SP23.v0,group_0,1,fave,144.58449685897506,71.49015845184081,4,novecientos,,0.0500000000000007,mil,cincuenta,n,b,n,b,internal,1,0.0,25.53275,0-0-36-1,42d56bbf-Audio_SP23_part01,37.014371315564425,53.93718487167117,82.41587653055414,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,25.53275,6174.432,3087.216,time column: time,audio_duration,H1
275.87991887240696,2131.6402410149426,3397.348511048642,2.752914182593023,3.304070112255303,4.179826319052891,5871.794871794871,0.0001336526395193,26.10275,0.025,0.3378378378378378,part01_0-0-37-1,i,42d56bbf-Audio_SP23.v0,group_0,1,fave,134.77577514898613,70.92413381899583,4,cincuenta,,0.0500000000000007,novecientos,y,z,n,z,n,internal,1,0.0,26.10275,0-0-37-1,42d56bbf-Audio_SP23_part01,15.688283856517565,27.223215281053356,65.35450139654087,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,26.10275,6174.432,3087.216,time column: time,audio_duration,H1
223.8534676888498,972.444242748161,2610.0201022786923,3.1780494871039435,3.5674024185295417,4.641268810035943,5692.307692307692,0.0002098148011586,26.31275,0.025,0.3378378378378378,part01_0-0-37-4,u,42d56bbf-Audio_SP23.v0,group_0,1,fave,944.0602792477272,65.65101541991545,4,cincuenta,,0.0500000000000007,novecientos,y,k,é,k,é,internal,1,0.0,26.31275,0-0-37-4,42d56bbf-Audio_SP23_part01,23.999895762370315,35.42445562653557,103.67580907285216,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,26.31275,6174.432,3087.216,time column: time,audio_duration,H1
236.20984994417523,2386.2540913088383,3571.835328426311,2.5616499718101133,3.62140741853296,4.433835032399169,7128.205128205128,0.0029739107695812,26.555750000000003,0.051,0.3311688311688311,part01_0-0-38-0,i,42d56bbf-Audio_SP23.v0,group_0,1,fave,102.47067501335177,71.88502726716966,4,y,,0.129999999999999,cincuenta,nueve,#,#,a,n,coextensive,1,0.0,26.555750000000003,0-0-38-0,42d56bbf-Audio_SP23_part01,12.957178667422522,37.39015440396663,84.25391461273624,42d56bbf-Audio_SP23.csv,42d56bbf-Audio_SP23,26.555750000000003,6174.432,3087.216,time column: time,audio_duration,H1
