half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,280.3794863520065,211.4229956395164,188.65690528338584,1.4861872452049507,0.672862725222821,0.12640504975203884,0.2761133687259778,410
H1,e,i,280.3794863520065,162.73651322620216,188.65690528338584,1.4861872452049507,0.672862725222821,0.1854237042835212,0.2972486081506796,531
H1,a,e,399.77448542205923,152.81016034666476,157.851382385767,2.5326004712778856,0.39485106764409056,0.3454548011165182,0.46844846575105686,415
H1,o,u,136.28285901278284,193.08511158440703,216.02120968449455,0.6308772143801437,1.5850944957372266,0.06812767600552529,0.13112364138373883,524
H1,u,o,136.28285901278284,236.74557176754502,216.02120968449455,0.6308772143801437,1.5850944957372266,-0.06361584655435577,-0.07518382857619632,74
H2,i,e,257.15062126316974,212.78525715556728,188.375303899266,1.3650973133966726,0.7325485078508964,0.07442136008039803,0.19281406469562687,323
H2,e,i,257.15062126316974,160.2901886439739,188.375303899266,1.3650973133966726,0.7325485078508964,0.1994681775014824,0.30312358492328145,392
H2,a,e,386.9584887312815,151.34972698433268,155.88406659077248,2.4823479217226643,0.4028444164692411,0.35395591265096954,0.4909733001431207,338
H2,o,u,197.0595947952149,176.01003171467968,195.9059760140005,1.0058886349701348,0.9941458380526293,0.0964806639840232,0.19430312348683437,412
H2,u,o,197.0595947952149,213.95974297001231,195.9059760140005,1.0058886349701348,0.9941458380526293,0.015322987374494064,0.11960440659087952,58
