half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,280.3794863520065,188.65690528338584,1.4861872452049507,True
H1,i,u,i-u,1159.2978673983323,224.44169491955898,5.165251794297091,True
H1,e,a,e-a,399.77448542205923,157.851382385767,2.5326004712778856,True
H1,a,o,a-o,439.84766988030873,174.1160610350698,2.52617516882441,True
H1,o,u,o-u,136.28285901278284,216.02120968449455,0.6308772143801437,True
H2,i,e,i-e,257.15062126316974,188.375303899266,1.3650973133966726,True
H2,i,u,i-u,1180.8250529607462,213.37330816500295,5.534080448561104,True
H2,e,a,e-a,386.9584887312815,155.88406659077248,2.4823479217226643,True
H2,a,o,a-o,424.91015664339415,164.14364307281988,2.58864826373379,True
H2,o,u,o-u,197.0595947952149,195.9059760140005,1.0058886349701348,True
