pair,centroid_distance_H1,centroid_distance_H2
i-e,280.3794863520065,257.15062126316974
i-a,679.1330010846642,643.2090141454646
i-o,1046.6474324581284,1001.2807247311293
i-u,1159.2978673983323,1180.8250529607462
e-a,399.77448542205923,386.9584887312815
e-o,775.6242862652564,752.510799769276
e-u,894.4173191411063,937.8501767642912
a-o,439.84766988030873,424.91015664339415
a-u,574.444988644545,621.9359230676824
o-u,136.28285901278284,197.0595947952149
