,061ea7d0-Audio_SP16,0af9ac47-Audio_SP14,0e6115f2-Audio_SP19,0f786745-Audio_SP20,12c532f8-Audio_SP15,181d5ce9-Audio_SP21,1c403477-Audio_SP13,1d46eb6e-Audio_SP18,2988c6fc-Audio_SP13,2e25304d-Audio_SP12,30a90cb2-Audio_SP21,3361ee02-Audio_SP10,34ad326e-Audio_SP7,375a28cd-Audio_SP16,42d56bbf-Audio_SP23,49ae7020-Audio_SP17,501e6487-Audio_SP19,514fc6b6-Audio_SP19,51a17262-Audio_SP18,5278b5b9-Audio_SP15,5586979c-Audio_SP18,5819ce7a-Audio_SP11,5a932187-audio_SP16,63239054-Audio_SP15,713a2f9b-Audio_SP16,7a414497-Audio_SP15,7aee4437-Audio_SP12,7c3c98d2-Audio_SP13,7dec1dd7-Audio_SP13,7e277fda-Audio_SP28,85c7895f-Audio_SP16,919b9bc1-Audio_SP14,9a0c18cb-Audio_SP14,a1a056ce-Audio_SP11,a452055c-Audio_SP11,adad0062-Audio_SP17,c3533b36-Audio_SP16,cafd9c21-Audio_SP27,d4c363bf-Audio_SP13,dbeec025-Audio_SP13,e90f8e4d-Audio_SP22,f061152e-Audio_SP12,fcd45f4d-Audio_SP21
061ea7d0-Audio_SP16,1.0,0.5157178044319153,0.5827593207359314,0.5586779713630676,0.6535215377807617,0.49260213971138,0.6028859615325928,0.5988805890083313,0.49386537075042725,0.5278114080429077,0.5036737322807312,0.4994087815284729,0.2316827028989792,0.6007985472679138,0.286949098110199,0.5765018463134766,0.30381646752357483,0.3350692391395569,0.5363844633102417,0.34455713629722595,0.6957468390464783,0.7490922212600708,0.4743613600730896,0.6181694865226746,0.48610785603523254,0.6267275810241699,0.5876607894897461,0.3052470088005066,0.566571831703186,0.6618788838386536,0.4491209387779236,0.6273465752601624,0.4801698923110962,0.471030056476593,0.5287647843360901,0.5977794528007507,0.5471125245094299,0.6775063872337341,0.6883810758590698,0.6541112661361694,0.43717294931411743,0.49809443950653076,0.6126918196678162
0af9ac47-Audio_SP14,0.5157178044319153,1.0,0.4348277747631073,0.3811543583869934,0.4562138617038727,0.3310542404651642,0.4755878746509552,0.33253347873687744,0.23400922119617462,0.33262619376182556,0.32573944330215454,0.4409996569156647,0.20590749382972717,0.49194881319999695,0.3162926137447357,0.41266924142837524,0.3593376576900482,0.13690324127674103,0.26948583126068115,0.29129892587661743,0.5619389414787292,0.5270127654075623,0.4998185932636261,0.42350947856903076,0.3872866928577423,0.4959242045879364,0.36408329010009766,0.15813274681568146,0.33257049322128296,0.5168286561965942,0.3301332890987396,0.405826598405838,0.521209716796875,0.27109494805336,0.34966784715652466,0.5963730216026306,0.54237961769104,0.5387160181999207,0.43505215644836426,0.4446609616279602,0.23784689605236053,0.4041668176651001,0.4187217950820923
0e6115f2-Audio_SP19,0.5827593207359314,0.4348277747631073,1.0,0.6495382785797119,0.636427104473114,0.6132847666740417,0.6166884303092957,0.5914086103439331,0.48778942227363586,0.44014227390289307,0.5634257793426514,0.5135759115219116,0.2760835886001587,0.5787891745567322,0.40361008048057556,0.42586058378219604,0.3840124309062958,0.2585567831993103,0.4479759633541107,0.5539410710334778,0.5753223299980164,0.5255128741264343,0.4040551781654358,0.6169289350509644,0.6183694005012512,0.6976679563522339,0.43564337491989136,0.37063032388687134,0.6247676610946655,0.5070374011993408,0.6852886080741882,0.6269692182540894,0.43785911798477173,0.4077546298503876,0.635588526725769,0.4393322765827179,0.42794069647789,0.5872930884361267,0.6255324482917786,0.46596258878707886,0.5035537481307983,0.3524326980113983,0.6186255812644958
0f786745-Audio_SP20,0.5586779713630676,0.3811543583869934,0.6495382785797119,1.0,0.6953527927398682,0.656780481338501,0.6348999738693237,0.6076473593711853,0.48801904916763306,0.44267532229423523,0.44951844215393066,0.5380544066429138,0.3765241503715515,0.7201583981513977,0.5058093667030334,0.41892749071121216,0.3847588300704956,0.32491326332092285,0.4687879979610443,0.5057719945907593,0.520258903503418,0.519023597240448,0.3219372034072876,0.623821496963501,0.6208570599555969,0.6730960607528687,0.4093485474586487,0.33225950598716736,0.6238281726837158,0.5881098508834839,0.5994555950164795,0.5649535655975342,0.5418000221252441,0.4936860501766205,0.7056294083595276,0.417886346578598,0.4865284264087677,0.6481543183326721,0.5534465312957764,0.4817730188369751,0.5995528697967529,0.3398532271385193,0.7135478258132935
12c532f8-Audio_SP15,0.6535215377807617,0.4562138617038727,0.636427104473114,0.6953527927398682,1.0,0.5954096913337708,0.6989318132400513,0.7006648778915405,0.5666475892066956,0.4904956817626953,0.5029907822608948,0.5820657014846802,0.3618013858795166,0.6771435141563416,0.4399498701095581,0.5163375735282898,0.3814690113067627,0.4108233153820038,0.555172860622406,0.49414190649986267,0.6381446719169617,0.6247210502624512,0.3777260184288025,0.7032860517501831,0.6458134055137634,0.6842926740646362,0.5339264273643494,0.3621997833251953,0.6221718788146973,0.6748470664024353,0.53899747133255,0.6870264410972595,0.5086628794670105,0.5795652270317078,0.6707545518875122,0.5139808654785156,0.5046270489692688,0.6691591143608093,0.6301265954971313,0.6234964728355408,0.6338008642196655,0.3909814655780792,0.7467071413993835
181d5ce9-Audio_SP21,0.49260213971138,0.3310542404651642,0.6132847666740417,0.656780481338501,0.5954096913337708,1.0,0.5348471403121948,0.6201514005661011,0.5445329546928406,0.4453079104423523,0.42978405952453613,0.5108129382133484,0.3263132870197296,0.5084705948829651,0.44039294123649597,0.41016367077827454,0.36488622426986694,0.3243524432182312,0.42959919571876526,0.5954002737998962,0.4944485127925873,0.4435521364212036,0.3150304853916168,0.6082238554954529,0.6968584060668945,0.6009670495986938,0.3982219398021698,0.4394344985485077,0.667833149433136,0.46192002296447754,0.7356379628181458,0.5720273852348328,0.3830519914627075,0.4241272509098053,0.7636367082595825,0.31613659858703613,0.32562190294265747,0.5009029507637024,0.5539901852607727,0.4385104775428772,0.5493453145027161,0.298683762550354,0.5520581603050232
1c403477-Audio_SP13,0.6028859615325928,0.4755878746509552,0.6166884303092957,0.6348999738693237,0.6989318132400513,0.5348471403121948,1.0,0.555538535118103,0.42935648560523987,0.4020412266254425,0.4950505793094635,0.6843885183334351,0.3883385956287384,0.6624361276626587,0.5050480365753174,0.4265141785144806,0.5207472443580627,0.29007473587989807,0.5028343200683594,0.5191212296485901,0.6280965805053711,0.5949653387069702,0.421490341424942,0.5984641313552856,0.6514856815338135,0.6714723706245422,0.5134732127189636,0.3567102551460266,0.5151825547218323,0.6743291020393372,0.5324845314025879,0.6516661047935486,0.6012051105499268,0.4999851584434509,0.5775090456008911,0.5984157919883728,0.6187670826911926,0.7377201318740845,0.5614715218544006,0.5407705903053284,0.48582303524017334,0.3902253210544586,0.6336072683334351
1d46eb6e-Audio_SP18,0.5988805890083313,0.33253347873687744,0.5914086103439331,0.6076473593711853,0.7006648778915405,0.6201514005661011,0.555538535118103,1.0,0.7319791316986084,0.6044456958770752,0.5058059096336365,0.43389958143234253,0.2968360483646393,0.5145998001098633,0.2881501019001007,0.602225661277771,0.23465369641780853,0.5250828862190247,0.5833060145378113,0.4370841085910797,0.5261866450309753,0.5511453151702881,0.35348767042160034,0.6899693608283997,0.5840823650360107,0.5665181279182434,0.5281811356544495,0.4605381488800049,0.7339730262756348,0.510397732257843,0.534020185470581,0.6270735263824463,0.3353399932384491,0.5403479337692261,0.7256324887275696,0.33363017439842224,0.3247039318084717,0.5034103393554688,0.637902021408081,0.6469762325286865,0.6804482936859131,0.38255926966667175,0.6450404524803162
2988c6fc-Audio_SP13,0.49386537075042725,0.23400922119617462,0.48778942227363586,0.48801904916763306,0.5666475892066956,0.5445329546928406,0.42935648560523987,0.7319791316986084,1.0,0.5204320549964905,0.45333337783813477,0.34134143590927124,0.2542990446090698,0.3763655424118042,0.21556441485881805,0.5217660665512085,0.15227153897285461,0.480489045381546,0.5335682034492493,0.39444005489349365,0.40840038657188416,0.4430118799209595,0.29659467935562134,0.5863408446311951,0.5175286531448364,0.43163084983825684,0.45516037940979004,0.4872412383556366,0.6656771302223206,0.39337024092674255,0.46995264291763306,0.5358835458755493,0.22360259294509888,0.4684341549873352,0.6616402268409729,0.23337803781032562,0.21028052270412445,0.36479222774505615,0.5248095393180847,0.5509884357452393,0.6274615526199341,0.2981112599372864,0.4907892048358917
2e25304d-Audio_SP12,0.5278114080429077,0.33262619376182556,0.44014227390289307,0.44267532229423523,0.4904956817626953,0.4453079104423523,0.4020412266254425,0.6044456958770752,0.5204320549964905,1.0,0.4185016453266144,0.32815322279930115,0.19328859448432922,0.3956277072429657,0.21089358627796173,0.6638832688331604,0.18660375475883484,0.4456041157245636,0.4587111473083496,0.2821930944919586,0.440617173910141,0.4825497567653656,0.35397183895111084,0.5761353969573975,0.3837454319000244,0.4513522684574127,0.45873549580574036,0.3283640742301941,0.5556281208992004,0.40688273310661316,0.3785068690776825,0.47511163353919983,0.27495789527893066,0.3907439112663269,0.4900011718273163,0.28196945786476135,0.2701341509819031,0.4008101522922516,0.5422763228416443,0.5750609040260315,0.4275093078613281,0.381852924823761,0.43066877126693726
