,061ea7d0-Audio_SP16,0af9ac47-Audio_SP14,0e6115f2-Audio_SP19,0f786745-Audio_SP20,12c532f8-Audio_SP15,181d5ce9-Audio_SP21,1c403477-Audio_SP13,1d46eb6e-Audio_SP18,2988c6fc-Audio_SP13,2e25304d-Audio_SP12,30a90cb2-Audio_SP21,3361ee02-Audio_SP10,34ad326e-Audio_SP7,375a28cd-Audio_SP16,42d56bbf-Audio_SP23,49ae7020-Audio_SP17,501e6487-Audio_SP19,514fc6b6-Audio_SP19,51a17262-Audio_SP18,5278b5b9-Audio_SP15,5586979c-Audio_SP18,5819ce7a-Audio_SP11,5a932187-audio_SP16,63239054-Audio_SP15,713a2f9b-Audio_SP16,7a414497-Audio_SP15,7aee4437-Audio_SP12,7c3c98d2-Audio_SP13,7dec1dd7-Audio_SP13,7e277fda-Audio_SP28,85c7895f-Audio_SP16,919b9bc1-Audio_SP14,9a0c18cb-Audio_SP14,a1a056ce-Audio_SP11,a452055c-Audio_SP11,adad0062-Audio_SP17,c3533b36-Audio_SP16,cafd9c21-Audio_SP27,d4c363bf-Audio_SP13,dbeec025-Audio_SP13,e90f8e4d-Audio_SP22,f061152e-Audio_SP12,fcd45f4d-Audio_SP21
061ea7d0-Audio_SP16,1.0,0.6099132895469666,0.38964617252349854,0.6762789487838745,0.43646320700645447,0.4675222337245941,0.5308991074562073,0.502037763595581,0.3024464547634125,0.20781566202640533,0.32693955302238464,0.26198822259902954,0.2034660279750824,0.11172279715538025,0.14411936700344086,0.48376426100730896,0.18288584053516388,0.10183702409267426,0.12630754709243774,0.18394775688648224,0.6987492442131042,0.47116124629974365,0.612932026386261,0.5452503561973572,0.32852277159690857,0.6414389610290527,0.5214707255363464,0.14585430920124054,0.43487071990966797,0.603487491607666,0.27698206901550293,0.5100436210632324,0.3071758449077606,0.16082924604415894,0.41415756940841675,0.7108474373817444,0.5347319841384888,0.5879738926887512,0.44325634837150574,0.4010673463344574,0.5778390765190125,0.2711687684059143,0.3990176022052765
0af9ac47-Audio_SP14,0.6099132895469666,1.0,0.32501253485679626,0.5388180017471313,0.2897809147834778,0.39048123359680176,0.38806501030921936,0.4907152056694031,0.3503425717353821,0.34037065505981445,0.30062341690063477,0.19597913324832916,0.18171757459640503,0.0870346650481224,0.1131606474518776,0.6682519316673279,0.11446765065193176,0.15426243841648102,0.19100309908390045,0.1404375433921814,0.4728240668773651,0.5318034291267395,0.7188817858695984,0.4164521098136902,0.24842579662799835,0.6776683926582336,0.6151355504989624,0.20395657420158386,0.37025186419487,0.6898491382598877,0.23925013840198517,0.3944057524204254,0.23620319366455078,0.17703786492347717,0.3012167811393738,0.5100836157798767,0.3666658401489258,0.41352859139442444,0.37754714488983154,0.42813077569007874,0.44707778096199036,0.3879184424877167,0.2600848078727722
0e6115f2-Audio_SP19,0.38964617252349854,0.32501253485679626,1.0,0.42928215861320496,0.36685365438461304,0.6450594663619995,0.5202775597572327,0.5285248160362244,0.5020818114280701,0.2281423807144165,0.6131784915924072,0.3497332036495209,0.18727704882621765,0.13778164982795715,0.21268998086452484,0.2846889793872833,0.18560846149921417,0.10926162451505661,0.24185559153556824,0.482348769903183,0.4939064383506775,0.3481055498123169,0.4051249921321869,0.5453182458877563,0.5328857898712158,0.4240638315677643,0.39019185304641724,0.2819923162460327,0.7363063097000122,0.3527783155441284,0.6743642091751099,0.7186981439590454,0.3350863456726074,0.22168667614459991,0.4897509813308716,0.49424731731414795,0.3081054091453552,0.2722876965999603,0.5749374032020569,0.1955375224351883,0.5711126327514648,0.23962928354740143,0.31856322288513184
0f786745-Audio_SP20,0.6762789487838745,0.5388180017471313,0.42928215861320496,1.0,0.4321768879890442,0.53217613697052,0.5395236611366272,0.5393184423446655,0.3432130515575409,0.24257223308086395,0.4691173732280731,0.3310730755329132,0.31879284977912903,0.2638113796710968,0.22522465884685516,0.4872439205646515,0.194630965590477,0.17888714373111725,0.2123565524816513,0.23087434470653534,0.6324223279953003,0.45602989196777344,0.6269255876541138,0.6430574059486389,0.3947683572769165,0.6511348485946655,0.5165718793869019,0.22553324699401855,0.4865303337574005,0.5301594138145447,0.34065476059913635,0.5154779553413391,0.4310114085674286,0.2502012550830841,0.4962832033634186,0.6485836505889893,0.5065906643867493,0.5274797677993774,0.5006809234619141,0.4401230216026306,0.680188000202179,0.34240612387657166,0.448556125164032
12c532f8-Audio_SP15,0.43646320700645447,0.2897809147834778,0.36685365438461304,0.4321768879890442,1.0,0.4460676312446594,0.655060350894928,0.30183517932891846,0.18820558488368988,0.09496378153562546,0.28562161326408386,0.3316708207130432,0.26044055819511414,0.19805578887462616,0.36222484707832336,0.19780509173870087,0.4620147943496704,0.056540992110967636,0.07691676914691925,0.4345096945762634,0.5786908864974976,0.23336969316005707,0.36902499198913574,0.5272346138954163,0.5245094299316406,0.3150416612625122,0.25366753339767456,0.11138109117746353,0.4517901837825775,0.31867483258247375,0.32853618264198303,0.5451744794845581,0.48526301980018616,0.1138678714632988,0.5386335253715515,0.5117723345756531,0.6311352252960205,0.48500922322273254,0.29913949966430664,0.23275481164455414,0.4650520980358124,0.15645699203014374,0.6420188546180725
181d5ce9-Audio_SP21,0.4675222337245941,0.39048123359680176,0.6450594663619995,0.53217613697052,0.4460676312446594,1.0,0.5591046810150146,0.4691315293312073,0.38554900884628296,0.21665316820144653,0.5835551023483276,0.48235440254211426,0.2815883159637451,0.19163408875465393,0.27435076236724854,0.34510549902915955,0.27003660798072815,0.12545736134052277,0.19150078296661377,0.43546348810195923,0.612474799156189,0.3080998957157135,0.51064133644104,0.7233093976974487,0.6738219261169434,0.5179550051689148,0.4060622453689575,0.24343273043632507,0.7613429427146912,0.353736013174057,0.508073627948761,0.7141161561012268,0.46398600935935974,0.19263802468776703,0.6851783990859985,0.5924389362335205,0.40308597683906555,0.4317987859249115,0.48872971534729004,0.2963342070579529,0.5955293774604797,0.2632596492767334,0.44979095458984375
1c403477-Audio_SP13,0.5308991074562073,0.38806501030921936,0.5202775597572327,0.5395236611366272,0.655060350894928,0.5591046810150146,1.0,0.4825802445411682,0.38723793625831604,0.20189350843429565,0.4845258593559265,0.4351392686367035,0.29284822940826416,0.19923566281795502,0.30450117588043213,0.3012699484825134,0.4053792953491211,0.1219622939825058,0.21877393126487732,0.3950600326061249,0.620713472366333,0.34231653809547424,0.45925843715667725,0.637262761592865,0.5513405203819275,0.4569620192050934,0.39052823185920715,0.2561838626861572,0.5511554479598999,0.42032963037490845,0.47512558102607727,0.6294766664505005,0.4873594045639038,0.21952228248119354,0.5730559825897217,0.6479047536849976,0.6892433166503906,0.5589611530303955,0.48487797379493713,0.3376009464263916,0.6327027082443237,0.25585389137268066,0.6048068404197693
1d46eb6e-Audio_SP18,0.502037763595581,0.4907152056694031,0.5285248160362244,0.5393184423446655,0.30183517932891846,0.4691315293312073,0.4825802445411682,1.0,0.6804602146148682,0.43328678607940674,0.4717361330986023,0.22702793776988983,0.17989203333854675,0.133671835064888,0.15541307628154755,0.5372375249862671,0.1185990646481514,0.30063241720199585,0.45939895510673523,0.24531178176403046,0.4699895977973938,0.6667162179946899,0.48291343450546265,0.48107340931892395,0.32197538018226624,0.5644642114639282,0.686183512210846,0.4365745484828949,0.4567188024520874,0.5371591448783875,0.41556212306022644,0.4948109984397888,0.28818124532699585,0.4458606541156769,0.36131829023361206,0.5355594754219055,0.33795925974845886,0.30390599370002747,0.7272307872772217,0.32350602746009827,0.6741343140602112,0.4434628188610077,0.2805258631706238
2988c6fc-Audio_SP13,0.3024464547634125,0.3503425717353821,0.5020818114280701,0.3432130515575409,0.18820558488368988,0.38554900884628296,0.38723793625831604,0.6804602146148682,1.0,0.49017828702926636,0.5038260221481323,0.20761536061763763,0.14799176156520844,0.10184267908334732,0.14260852336883545,0.45569801330566406,0.08160341531038284,0.29013562202453613,0.562518835067749,0.2531110644340515,0.28780800104141235,0.5076419711112976,0.33771371841430664,0.34019920229911804,0.28480514883995056,0.4431087076663971,0.6024717688560486,0.512749195098877,0.4052647352218628,0.3907443583011627,0.4503604769706726,0.3952043354511261,0.21070769429206848,0.41828474402427673,0.26612481474876404,0.3552110195159912,0.19937865436077118,0.16907402873039246,0.5512324571609497,0.2819691002368927,0.47202321887016296,0.44160449504852295,0.16733194887638092
2e25304d-Audio_SP12,0.20781566202640533,0.34037065505981445,0.2281423807144165,0.24257223308086395,0.09496378153562546,0.21665316820144653,0.20189350843429565,0.43328678607940674,0.49017828702926636,1.0,0.26871511340141296,0.10734070092439651,0.1018027812242508,0.061863675713539124,0.06452582776546478,0.5346012115478516,0.0328872948884964,0.4053422808647156,0.5449938178062439,0.08743037283420563,0.17010512948036194,0.45526620745658875,0.2851494252681732,0.20553766191005707,0.13647501170635223,0.3599429428577423,0.5215561985969543,0.4948863387107849,0.20982618629932404,0.33352532982826233,0.1915830671787262,0.1990603655576706,0.1253882795572281,0.36309942603111267,0.14219015836715698,0.22648485004901886,0.12378375232219696,0.10298717021942139,0.3340173661708832,0.2883184552192688,0.31668397784233093,0.6207594871520996,0.09183856099843979
