,061ea7d0-Audio_SP16,0af9ac47-Audio_SP14,0e6115f2-Audio_SP19,0f786745-Audio_SP20,12c532f8-Audio_SP15,181d5ce9-Audio_SP21,1c403477-Audio_SP13,1d46eb6e-Audio_SP18,2988c6fc-Audio_SP13,2e25304d-Audio_SP12,30a90cb2-Audio_SP21,3361ee02-Audio_SP10,34ad326e-Audio_SP7,375a28cd-Audio_SP16,42d56bbf-Audio_SP23,49ae7020-Audio_SP17,501e6487-Audio_SP19,514fc6b6-Audio_SP19,51a17262-Audio_SP18,5278b5b9-Audio_SP15,5586979c-Audio_SP18,5819ce7a-Audio_SP11,5a932187-audio_SP16,63239054-Audio_SP15,713a2f9b-Audio_SP16,7a414497-Audio_SP15,7aee4437-Audio_SP12,7c3c98d2-Audio_SP13,7dec1dd7-Audio_SP13,7e277fda-Audio_SP28,85c7895f-Audio_SP16,919b9bc1-Audio_SP14,9a0c18cb-Audio_SP14,a1a056ce-Audio_SP11,a452055c-Audio_SP11,adad0062-Audio_SP17,c3533b36-Audio_SP16,cafd9c21-Audio_SP27,d4c363bf-Audio_SP13,dbeec025-Audio_SP13,e90f8e4d-Audio_SP22,f061152e-Audio_SP12,fcd45f4d-Audio_SP21
061ea7d0-Audio_SP16,1.0,0.7738767266273499,0.3345789611339569,0.09418981522321701,0.5531002879142761,0.35108885169029236,0.5391857624053955,0.587823748588562,0.314299613237381,0.23256655037403107,0.28475919365882874,0.3348233997821808,0.3412877917289734,0.10936882346868515,0.35289159417152405,0.5509562492370605,0.2664121687412262,0.10620130598545074,0.17315423488616943,0.1732122153043747,0.6513105034828186,0.4835599660873413,0.5234423875808716,0.42111504077911377,0.32994043827056885,0.6199882626533508,0.390668660402298,0.10934322327375412,0.49922975897789,0.18053007125854492,0.4499601721763611,0.5121151804924011,0.41414737701416016,0.15553952753543854,0.3793318569660187,0.47180354595184326,0.49392980337142944,0.5314908027648926,0.4835103154182434,0.417524129152298,0.5897884368896484,0.24405860900878906,0.15507002174854279
0af9ac47-Audio_SP14,0.7738767266273499,1.0,0.28959301114082336,0.0843178927898407,0.45916759967803955,0.3268938362598419,0.46606704592704773,0.5794341564178467,0.30822664499282837,0.22603729367256165,0.24337725341320038,0.28419941663742065,0.30723705887794495,0.0792132169008255,0.29748067259788513,0.5686925649642944,0.2060946375131607,0.08933597803115845,0.15657098591327667,0.11873631179332733,0.5916534662246704,0.42692726850509644,0.4668901264667511,0.3676307201385498,0.27934330701828003,0.6162403225898743,0.3314141631126404,0.10062383860349655,0.5008043646812439,0.14425812661647797,0.4238714277744293,0.46476325392723083,0.3684540390968323,0.13127437233924866,0.3349881172180176,0.4043508470058441,0.3887339234352112,0.4997146725654602,0.44604894518852234,0.4087528884410858,0.5531579256057739,0.2238527089357376,0.10101873427629471
0e6115f2-Audio_SP19,0.3345789611339569,0.28959301114082336,1.0,0.05928295850753784,0.3144838511943817,0.703679621219635,0.4216662347316742,0.47437071800231934,0.5120419859886169,0.26347649097442627,0.573132336139679,0.3746207654476166,0.32134708762168884,0.1734868288040161,0.2985070049762726,0.5664621591567993,0.18200646340847015,0.16947828233242035,0.2528112828731537,0.31909871101379395,0.45099231600761414,0.21101292967796326,0.392039030790329,0.4857717454433441,0.5172120332717896,0.447001576423645,0.3161199688911438,0.20879219472408295,0.6124342679977417,0.09255529940128326,0.62119460105896,0.5928933620452881,0.32870009541511536,0.22891508042812347,0.4657629728317261,0.31747910380363464,0.22344332933425903,0.4278544485569,0.5578429102897644,0.47921594977378845,0.5166616439819336,0.24140742421150208,0.16888964176177979
0f786745-Audio_SP20,0.09418981522321701,0.0843178927898407,0.05928295850753784,1.0,0.1340334266424179,0.07001758366823196,0.10041701793670654,0.07645468413829803,0.0625680461525917,0.03483999893069267,0.1427202671766281,0.15250691771507263,0.12440113723278046,0.11788041889667511,0.12074398994445801,0.09292528033256531,0.09567233920097351,0.09253337234258652,0.11740758270025253,0.0502934567630291,0.08757872134447098,0.08617447316646576,0.04481225833296776,0.14131608605384827,0.09426228702068329,0.11309990286827087,0.0900341346859932,0.022642260417342186,0.08227592706680298,0.3274786174297333,0.11288563162088394,0.08933839946985245,0.15772102773189545,0.17216689884662628,0.12410084158182144,0.13995535671710968,0.17222483456134796,0.13948428630828857,0.06292811781167984,0.12640529870986938,0.13645105063915253,0.04569118469953537,0.09524064511060715
12c532f8-Audio_SP15,0.5531002879142761,0.45916759967803955,0.3144838511943817,0.1340334266424179,1.0,0.3180985748767853,0.722209095954895,0.38451701402664185,0.21604904532432556,0.14077621698379517,0.4078548848628998,0.5285375714302063,0.3535010814666748,0.23879007995128632,0.5728710293769836,0.38678619265556335,0.44894418120384216,0.11525271832942963,0.12271450459957123,0.34273549914360046,0.6760066747665405,0.33452108502388,0.3478800356388092,0.4987453520298004,0.47225165367126465,0.4518531858921051,0.3662194013595581,0.08450397104024887,0.3713962137699127,0.22258904576301575,0.37244513630867004,0.49054062366485596,0.5921014547348022,0.1480748951435089,0.4833454191684723,0.7150960564613342,0.6407840251922607,0.5748136639595032,0.3572409749031067,0.39436280727386475,0.5323429107666016,0.17840710282325745,0.3599827289581299
181d5ce9-Audio_SP21,0.35108885169029236,0.3268938362598419,0.703679621219635,0.07001758366823196,0.3180985748767853,1.0,0.42704108357429504,0.45278799533843994,0.4724296033382416,0.22243838012218475,0.5713211297988892,0.40096697211265564,0.3817441165447235,0.18953728675842285,0.3291368782520294,0.5972073674201965,0.1704532653093338,0.14846327900886536,0.18846750259399414,0.29286855459213257,0.4742158055305481,0.20063205063343048,0.36292362213134766,0.6030315160751343,0.5360763072967529,0.4991912543773651,0.2930428087711334,0.17004570364952087,0.6398264765739441,0.08623160421848297,0.6094951033592224,0.6159153580665588,0.38116422295570374,0.19053895771503448,0.6047480702400208,0.3293685019016266,0.24062776565551758,0.5355391502380371,0.48393818736076355,0.5765745639801025,0.5849166512489319,0.20270229876041412,0.15732119977474213
1c403477-Audio_SP13,0.5391857624053955,0.46606704592704773,0.4216662347316742,0.10041701793670654,0.722209095954895,0.42704108357429504,1.0,0.4606214761734009,0.33259981870651245,0.19952474534511566,0.4847491979598999,0.5622352957725525,0.3762392997741699,0.24397186934947968,0.5931715965270996,0.47564852237701416,0.44422832131385803,0.13388916850090027,0.17688259482383728,0.3518194258213043,0.6919060349464417,0.30422094464302063,0.3884073495864868,0.5311796069145203,0.5587723851203918,0.5194495916366577,0.3877556025981903,0.1463274359703064,0.47589442133903503,0.1527947634458542,0.45903298258781433,0.5899980068206787,0.5887282490730286,0.16375873982906342,0.5220057368278503,0.6787879467010498,0.5354762077331543,0.6096177101135254,0.40774157643318176,0.4793056845664978,0.580583930015564,0.22399677336215973,0.3177606463432312
1d46eb6e-Audio_SP18,0.587823748588562,0.5794341564178467,0.47437071800231934,0.07645468413829803,0.38451701402664185,0.45278799533843994,0.4606214761734009,1.0,0.5858649611473083,0.5056116580963135,0.325149267911911,0.2904732823371887,0.3714490532875061,0.08796654641628265,0.2942475378513336,0.6716950535774231,0.18678373098373413,0.2771269977092743,0.3768727779388428,0.14411045610904694,0.5191022753715515,0.49197399616241455,0.6364291310310364,0.41080209612846375,0.3374493718147278,0.7136614322662354,0.4664984345436096,0.31958696246147156,0.589336633682251,0.14091697335243225,0.5960630178451538,0.5469996333122253,0.3300124406814575,0.2965189218521118,0.35233280062675476,0.32549065351486206,0.32590004801750183,0.4453486502170563,0.6265726685523987,0.4907502233982086,0.5955213904380798,0.4445995092391968,0.10845174640417099
2988c6fc-Audio_SP13,0.314299613237381,0.30822664499282837,0.5120419859886169,0.0625680461525917,0.21604904532432556,0.4724296033382416,0.33259981870651245,0.5858649611473083,1.0,0.4791530966758728,0.33931049704551697,0.2532752454280853,0.3895336985588074,0.08444217592477798,0.2118617743253708,0.5338007211685181,0.10768146067857742,0.29651692509651184,0.3456955850124359,0.11946851760149002,0.3060532510280609,0.2611430585384369,0.3777455985546112,0.38923555612564087,0.303861141204834,0.5174760818481445,0.31470784544944763,0.3544468879699707,0.5712758898735046,0.08116929233074188,0.6710513234138489,0.4069138169288635,0.24664410948753357,0.2880253195762634,0.35514572262763977,0.19675250351428986,0.18473365902900696,0.3496054708957672,0.42376142740249634,0.5307262539863586,0.4845590889453888,0.36426398158073425,0.0788222998380661
2e25304d-Audio_SP12,0.23256655037403107,0.22603729367256165,0.26347649097442627,0.03483999893069267,0.14077621698379517,0.22243838012218475,0.19952474534511566,0.5056116580963135,0.4791530966758728,1.0,0.11092998087406158,0.12101342529058456,0.22370590269565582,0.02500971592962742,0.09950116276741028,0.32935208082199097,0.06397468596696854,0.4455602169036865,0.5497562885284424,0.032280344516038895,0.19271467626094818,0.3051662743091583,0.4531692862510681,0.16351008415222168,0.13645100593566895,0.38696083426475525,0.34155431389808655,0.5278844833374023,0.27689921855926514,0.07050801813602448,0.34714609384536743,0.2858613431453705,0.11039242148399353,0.3325256407260895,0.13704414665699005,0.10035767406225204,0.12314435094594955,0.1707913875579834,0.3485516905784607,0.24143679440021515,0.267810583114624,0.5980549454689026,0.02520219422876835
