pair,centroid_distance_H1,centroid_distance_H2
i-e,347.4781233286729,312.0846394369694
i-a,753.8215273906515,796.2675509765002
i-o,1065.4468234161582,1049.9743115554852
i-u,1212.3002397705718,1094.6026200069382
e-a,416.03803943700353,488.06380653012
e-o,724.2118883253565,750.3061336177875
e-u,875.5273637753639,801.2594289571845
a-o,429.1813004015105,415.13789289287314
a-u,586.7322335149612,489.7978455851843
o-u,159.4163227519034,76.37333431150302
