audio,mean_centroid_shift,median_centroid_shift,max_centroid_shift,distance_matrix_correlation,vowel_space_area_H1,vowel_space_area_H2,vowel_space_area_abs_diff,mean_pairwise_distance_H1,mean_pairwise_distance_H2,mean_pairwise_distance_abs_diff,silhouette_H1,silhouette_H2,silhouette_abs_diff,classification_accuracy_H1_centroids_to_H2_tokens,classification_accuracy_H2_centroids_to_H1_tokens,classification_accuracy_mean
7aee4437-Audio_SP12,43.620598467596984,37.367967959758886,83.35339720437746,0.981621843224918,171764.3712878984,180988.76652548125,9224.395237582852,657.0153862112153,627.3867563870546,29.628629824160726,0.11362722563949912,0.10970280036529328,0.003924425274205834,0.6525336091003102,0.6853625170998632,0.6689480631000867
