vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,436.70779607302643,2267.223625622784,423.0111830755643,2232.4562871879925,-13.696612997462125,-34.76733843479133,37.367967959758886
e,517.0034934824527,1929.1501910415523,523.8853164506346,1937.1238788946735,6.88182296818195,7.973687853121191,10.53276722159989
a,735.717861417787,1575.2410564925372,771.1068073004672,1516.3058496864935,35.388945882680105,-58.93520680604365,68.7439894969618
o,518.7523732272407,1204.9404143805236,518.5407712206853,1186.836780524484,-0.2116020065553812,-18.10363385603955,18.10487045528688
u,463.9765727321145,1055.2301086569123,459.4426858549847,1138.460107427164,-4.533886877129817,83.22999877025177,83.35339720437746
