audio,half,vowel_1,vowel_2,area_vowel_1,area_vowel_2,intersection_area,union_area,overlap_percent_of_vowel_1,overlap_percent_of_vowel_2,jaccard_overlap_percent
181d5ce9-Audio_SP21,H1,i,e,148386.8614674258,107952.1788081216,49650.42074873731,206688.6195268101,33.460119216576786,45.992976980101446,24.02184545158135
181d5ce9-Audio_SP21,H1,i,a,148386.8614674258,130696.68780398021,0.0,279083.549271406,0.0,0.0,0.0
181d5ce9-Audio_SP21,H1,i,o,148386.8614674258,122508.6645654711,0.0,270895.52603289695,0.0,0.0,0.0
181d5ce9-Audio_SP21,H1,i,u,148386.8614674258,186370.19149050972,0.0,334757.05295793555,0.0,0.0,0.0
181d5ce9-Audio_SP21,H1,e,a,107952.1788081216,130696.68780398021,14152.138930756479,224496.72768134534,13.10963714397191,10.828230744440864,6.303939962476547
181d5ce9-Audio_SP21,H1,e,o,107952.1788081216,122508.6645654711,1373.094431972206,229087.7489416205,1.2719469371829888,1.120814137385684,0.5993748850891708
181d5ce9-Audio_SP21,H1,e,u,107952.1788081216,186370.19149050972,0.0,294322.3702986313,0.0,0.0,0.0
181d5ce9-Audio_SP21,H1,a,o,130696.68780398021,122508.6645654711,24479.83079332043,228725.52157613088,18.730261037705446,19.982121983084646,10.702710665880966
181d5ce9-Audio_SP21,H1,a,u,130696.68780398021,186370.19149050972,0.0,317066.8792944899,0.0,0.0,0.0
181d5ce9-Audio_SP21,H1,o,u,122508.6645654711,186370.19149050972,39937.67301828361,268941.1830376972,32.59987622911367,21.429217139757732,14.849965545323563
181d5ce9-Audio_SP21,H2,i,e,114640.50978536982,86257.65469625025,28830.86165645506,172067.302825165,25.148930086260307,33.42411958449455,16.755572489998094
181d5ce9-Audio_SP21,H2,i,a,114640.50978536982,134320.01777978922,0.0,248960.52756515905,0.0,0.0,0.0
181d5ce9-Audio_SP21,H2,i,o,114640.50978536982,155239.7390764666,0.0,269880.2488618364,0.0,0.0,0.0
181d5ce9-Audio_SP21,H2,i,u,114640.50978536982,115296.12915220224,0.0,229936.63893757208,0.0,0.0,0.0
181d5ce9-Audio_SP21,H2,e,a,86257.65469625025,134320.01777978922,12790.041147955524,207787.63132808395,14.827717253610336,9.52206630058979,6.155342869162809
181d5ce9-Audio_SP21,H2,e,o,86257.65469625025,155239.7390764666,0.0,241497.39377271684,0.0,0.0,0.0
181d5ce9-Audio_SP21,H2,e,u,86257.65469625025,115296.12915220224,0.0,201553.78384845247,0.0,0.0,0.0
181d5ce9-Audio_SP21,H2,a,o,134320.01777978922,155239.7390764666,23607.760700690225,265951.9961555656,17.575757575757574,15.207292179911311,8.87669994658778
181d5ce9-Audio_SP21,H2,a,u,134320.01777978922,115296.12915220224,0.0,249616.14693199145,0.0,0.0,0.0
181d5ce9-Audio_SP21,H2,o,u,155239.7390764666,115296.12915220224,35693.01102930091,234842.8571993679,22.99218695009502,30.957683741648108,15.198678578075564
