audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
181d5ce9-Audio_SP21,H1,i,148386.8614674258,49650.42074873731,33.460119216576786,98736.44071868848,66.53988078342321
181d5ce9-Audio_SP21,H1,e,107952.1788081216,63903.64638614205,59.196254389387434,44048.532421979544,40.803745610612566
181d5ce9-Audio_SP21,H1,a,130696.68780398021,37359.961998752966,28.58524009023526,93336.72580522724,71.41475990976474
181d5ce9-Audio_SP21,H1,o,122508.6645654711,64518.590518252306,52.66451213642303,57990.0740472188,47.33548786357697
181d5ce9-Audio_SP21,H1,u,186370.19149050972,39937.67301828361,21.429217139757732,146432.5184722261,78.57078286024228
181d5ce9-Audio_SP21,H2,i,114640.50978536982,28830.86165645506,25.148930086260307,85809.64812891476,74.85106991373969
181d5ce9-Audio_SP21,H2,e,86257.65469625025,41620.90280441059,48.251836838104886,44636.75189183966,51.748163161895114
181d5ce9-Audio_SP21,H2,a,134320.01777978922,36397.80184864575,27.097823876347366,97922.21593114347,72.90217612365262
181d5ce9-Audio_SP21,H2,o,155239.7390764666,59300.77172999114,38.19947913000633,95938.96734647546,61.80052086999367
181d5ce9-Audio_SP21,H2,u,115296.12915220224,35693.01102930091,30.957683741648108,79603.11812290133,69.0423162583519
