half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,439,337.5299360093937,2518.8500347239087,364.42594368773797,2439.11492209622,132.26629951541787,332.4880908695301,113.2888304611804,377.82850595988566,278.59447354472,203.27833869884245
H1,e,516,499.41097887575546,2012.1549050726592,544.3378058066371,2051.2307136846366,187.9697948171814,271.25899965386566,230.64795628946194,317.1055471539021,284.5311485659088,254.1596625963503
H1,a,656,838.09752500724,1648.3383224270071,836.3973589849714,1675.5251860373744,146.38402748428288,191.1717704670842,160.56485395391496,212.15542073234383,202.67333322115715,179.41842918712896
H1,o,402,630.0339984465015,1345.2247328890016,640.0709067424692,1362.3933648964505,187.1223174418882,233.51883847497052,256.88000325751636,256.8720576997075,255.4393830614933,225.18343403210324
H1,u,77,381.0369713715556,1182.5778987878002,433.8708815139986,1231.225937035106,181.81554604841287,292.7694591919538,107.10540987440487,338.19499739534604,264.43368906554787,214.878484151581
H2,i,466,347.6993279825809,2520.130470501459,390.17562981719084,2449.7175363539322,161.40014149705593,324.1900671665381,168.49318617907585,393.8744389841113,295.07717668188235,232.0539287151935
H2,e,594,500.6976904184081,2002.4051775878334,523.1813692010796,2041.6475917794307,166.29484302380325,271.9138460571311,193.5664204797847,352.5923382598187,272.6950447998467,239.34550477208623
H2,a,612,843.0826377060259,1653.884215276475,828.8704329890639,1681.2523554733777,155.40185814346688,187.2149711339221,158.65628672772345,198.8239303679661,200.37901514465716,175.7285479100964
H2,o,417,625.8353938042649,1349.121876752493,646.7007852010697,1361.9364368999193,196.3541474062743,188.89383619665273,276.4959855098489,271.9356555866334,244.62273541598225,238.18083728631126
H2,u,75,382.9833153084303,1172.686268636514,448.8277194892742,1203.134999214944,190.4626453506063,318.5234484246943,169.81552444956702,345.84839998308485,281.7913788267269,230.68584714431375
