pair,centroid_distance_H1,centroid_distance_H2
i-e,531.9261475541482,539.8592203811511
i-a,1004.170579334607,997.8913759742904
i-o,1209.526756896799,1203.5866390687024
i-u,1336.9802105510964,1347.9060935024627
e-a,497.06245315697987,488.5635202300516
e-o,679.6015213422514,665.1605189418599
e-u,837.9799609830496,838.0275305614372
a-o,367.6523891497315,374.2678826262246
a-u,652.5619678761029,665.7648611343509
o-u,297.41135172569506,300.1777071019805
