half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,2090,5,77,336327.3231272032,741.4873338570461,297.41135172569506,2.8544328991863432,1.1439978970642792,257.13440549176545,0.15921227132719876
H2,2164,5,75,336309.38213278604,742.1205349522511,300.1777071019805,2.8135874325172727,1.1376299951496835,258.91307017381905,0.1603990315488373
