half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,531.9261475541482,278.59447354472,281.5784572671487,1.8890868027218473,0.5293562998583088,0.2462745382803665,0.4386163733220274,439
H1,e,a,497.06245315697987,284.5311485659088,247.01665379404022,2.0122629204240825,0.4969529527429999,0.06892163450362772,0.17383394221772155,516
H1,a,o,367.6523891497315,202.67333322115715,230.57076833134172,1.59453165642141,0.6271433972306885,0.2762369624153023,0.3808935442201041,656
H1,o,u,297.41135172569506,255.4393830614933,259.9754356969627,1.1439978970642792,0.8741274809736925,0.0015857896864602896,0.035074330698344924,402
H1,u,o,297.41135172569506,264.43368906554787,259.9754356969627,1.1439978970642792,0.8741274809736925,0.09675945767983231,0.24179309394243886,77
H2,i,e,539.8592203811511,295.07717668188235,284.1066064498863,1.9001994607836656,0.5262605429787817,0.231618446879303,0.4008420663184956,466
H2,e,a,488.5635202300516,272.6950447998467,239.28470194386972,2.0417666330572883,0.48977193760024673,0.08264505570392706,0.18936202637350813,594
H2,a,o,374.2678826262246,200.37901514465716,223.59788951680693,1.6738435386622574,0.5974274039969136,0.2875201615647838,0.3987670968066821,612
H2,o,u,300.1777071019805,244.62273541598225,263.8623351896454,1.1376299951496835,0.8790204233920758,0.012035102485043383,0.0825010563166289,417
H2,u,o,300.1777071019805,281.7913788267269,263.8623351896454,1.1376299951496835,0.8790204233920758,0.09903037052521438,0.253086736161991,75
