half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,531.9261475541482,281.5784572671487,1.8890868027218473,True
H1,i,u,i-u,1336.9802105510964,271.60638486831874,4.922491830224449,True
H1,e,a,e-a,497.06245315697987,247.01665379404022,2.0122629204240825,True
H1,a,o,a-o,367.6523891497315,230.57076833134172,1.59453165642141,True
H1,o,u,o-u,297.41135172569506,259.9754356969627,1.1439978970642792,True
H2,i,e,i-e,539.8592203811511,284.1066064498863,1.9001994607836656,True
H2,i,u,i-u,1347.9060935024627,288.5107635597143,4.671943870903385,True
H2,e,a,e-a,488.5635202300516,239.28470194386972,2.0417666330572883,True
H2,a,o,a-o,374.2678826262246,223.59788951680693,1.6738435386622574,True
H2,o,u,o-u,300.1777071019805,263.8623351896454,1.1376299951496835,True
