audio,mean_centroid_shift,median_centroid_shift,max_centroid_shift,distance_matrix_correlation,vowel_space_area_H1,vowel_space_area_H2,vowel_space_area_abs_diff,mean_pairwise_distance_H1,mean_pairwise_distance_H2,mean_pairwise_distance_abs_diff,silhouette_H1,silhouette_H2,silhouette_abs_diff,classification_accuracy_H1_centroids_to_H2_tokens,classification_accuracy_H2_centroids_to_H1_tokens,classification_accuracy_mean
a1a056ce-Audio_SP11,91.29990190647582,55.589396282735294,196.2593394570526,0.958869759738279,140150.04544364975,203336.44044339203,63186.394999742275,806.3615914160889,905.5287161154754,99.16712469938648,0.06693757480713991,0.04053233375592919,0.02640524105121072,0.6044864226682408,0.6351981351981352,0.619842278933188
