half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,858,5,14,140150.04544364975,806.3615914160889,104.29329869780031,3.0741790044902393,0.38834718558048187,272.5154147448558,0.06693757480713991
H2,847,5,26,203336.44044339203,905.5287161154754,259.94915442664274,3.898956532801802,1.2116041233422343,242.80308273474202,0.04053233375592919
