half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,185,432.04151662391126,2489.48431959268,443.10826600001457,2492.055800551303,74.51386973768044,307.3935387223584,88.84770717925932,297.88429649570753,222.81598135544627,155.78351297584297
H1,e,249,504.2103879394041,2200.1956779450643,513.0824039760433,2207.4851716585868,71.23631024240254,227.8546947194233,62.998531858897024,265.39160845052675,193.38154166668676,151.68274439012052
H1,a,225,607.7729226189641,1658.9217357323714,623.4418893130149,1510.0994983485114,116.32240603022748,461.16450994351857,180.12161378043004,881.3236709696287,415.82556540921433,310.61468746903523
H1,o,185,515.7139889533706,1117.6589912453503,517.3821608928747,1157.6658505426442,63.88740593977859,260.6663357693778,73.57274379512768,376.49237340389675,223.43321905847768,186.11329117748295
H1,u,14,447.93073903639896,1038.3966219648275,458.68210650659006,1071.1636690786725,86.94163528129559,374.4036629962304,116.23605297219922,369.991397760675,307.12076623445375,230.6820018513137
H2,i,169,432.2838022741889,2545.073187873503,444.3429598686998,2518.034554503061,87.63417069953212,287.6508393345597,95.59043312328396,340.1231348845272,233.81207900258227,188.32238375578353
H2,e,238,504.47840415406915,2147.954116797232,514.5578047983147,2166.36771779386,71.29309344130866,247.51576312261204,70.69555546346197,308.91990534657793,203.80202545575222,168.5256358181191
H2,a,244,665.4323280239482,1768.4752734251458,657.3224336996677,1597.1713056860733,118.4534132391761,443.26641500641375,175.2673123923488,553.873678647747,361.5334616450979,207.96333828975241
H2,o,170,501.60940971533,1092.769733953075,509.4807440230378,1148.7079801062605,62.70551114654799,310.48580341928664,89.93424109492264,445.3908079484456,262.2307216721138,216.76904533754
H2,u,26,429.5907949226515,842.9960723903107,429.656005044743,863.1903176227055,51.17353298595702,192.72348144466088,65.72496542607183,142.74701404613677,152.637125898164,111.20490424086015
