pair,centroid_distance_H1,centroid_distance_H2
i-e,298.1547654713485,403.62806784597456
i-a,848.9497822378603,810.8406475904028
i-o,1374.3746993163775,1453.957139023117
i-u,1451.1746874845135,1702.0792459048957
e-a,551.092260068788,412.20184154868497
e-o,1082.5978066147572,1055.1882831643336
e-u,1163.1614012497212,1307.1050652792735
a-o,549.0357054302283,695.2811838647688
a-u,640.7815075894947,955.0565325066609
o-u,104.29329869780031,259.94915442664274
