half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,1764,5,71,116934.31783716028,575.157383701982,103.37526059203462,2.905184106579193,0.44115679067838104,195.6871038812755,0.20033108052393184
H2,1584,5,102,114591.98073266278,564.3888680486491,105.74616119291328,2.7597045904270825,0.5006944512904491,200.3207339846963,0.1374714157593588
