pair,centroid_distance_H1,centroid_distance_H2
i-e,284.35181830942753,278.0879100966124
i-a,653.6802790589201,642.4241496986048
i-o,983.5876476490275,950.5648404901959
i-u,1039.0567177620103,1023.1802971219237
e-a,369.62758920785365,364.38180673659656
e-o,706.7154788295854,683.6818953148559
e-u,769.856183133497,764.0344619957646
a-o,377.2540162600294,366.2357385657219
a-u,464.06884621743467,465.55141927330163
o-u,103.37526059203462,105.74616119291328
