half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,1941,5,98,181652.17073565,759.5937695613414,114.53204738308348,3.7511252608169507,0.695437179328303,196.99301194364517,0.0788991234738337
H2,1591,5,80,168370.3349281263,746.9627885844476,120.15270517370956,3.8666099144541106,0.7005117483434142,186.8295198134998,0.10430871307301601
