half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,416,405.4455294882624,2216.168216310444,426.95223644482184,2198.48504201481,108.12175376608889,351.2000213265492,116.76188646105561,369.2369657668828,271.9281976752818,205.29260907555846
H1,e,483,535.0394571876477,1978.8913136885585,544.2422413963246,1953.8723690404536,86.81152855028454,225.59409104236775,86.85097405463279,191.28899815614614,174.71384936087375,131.4585823523791
H1,a,518,644.7887773968775,985.6728924312185,650.7586026111888,1103.7931327386593,85.72564851140027,314.8855224365327,108.8259814212181,281.3092843435711,236.2685263892439,137.67672982532844
H1,o,426,516.9632301094916,992.0105892010588,521.2503224577077,999.5746350015337,62.48133378908329,133.61355868275544,68.40742163376598,124.87557437967405,109.14485730580901,86.89400167111268
H1,u,98,449.790599314659,899.2451454740869,458.5951061676334,945.110732622073,101.18617313480335,244.29386938340323,115.49851185766249,233.8575586089587,192.90962898701738,138.1126718719516
H2,i,333,415.7279434836405,2211.697990593911,430.42117053527505,2217.364411372905,113.24398556630126,306.74551823096647,115.4744050532014,368.24264658373795,255.21524906182256,208.35903330624092
H2,e,414,534.0313211447215,1966.4953008544317,545.6693707339531,1937.9126915403886,82.80213308668863,240.14495141753144,85.65709180345834,192.74974721975173,175.96313725530754,122.65297747765095
H2,a,387,637.9790733126125,999.6211889300798,644.6235157325744,1098.7657278464624,79.57752115624193,298.79970456780404,101.77224744146395,217.74216408053223,216.0413675024204,126.67151881635405
H2,o,377,519.2403747572748,1018.0003626314468,520.50575533928,1012.4988016734588,65.46892770196727,125.4812947989651,82.80583698535429,123.72100921200547,110.29623414894876,86.93153868103636
H2,u,80,451.57191068879854,901.0630056576817,441.2264730190374,917.6683461363252,89.03805620486277,210.85760783096154,91.78879273456607,210.75074659815743,176.6316110989997,143.4025821729569
