pair,centroid_distance_H1,centroid_distance_H2
i-e,270.36071203928526,272.2499737768504
i-a,1253.5565134480717,1232.2847632921041
i-o,1229.2266241673774,1198.1773034202376
i-u,1317.6694804536414,1311.1250335966415
e-a,999.2636016644011,972.4457226448484
e-o,987.046257452179,948.6102571286377
e-u,1083.006563372928,1068.6185147286908
a-o,127.98256498314986,120.15270517370956
a-u,213.2933306492976,210.8585918747838
o-u,114.53204738308348,135.10502020797165
