n_audios,hungarian_correct,hungarian_accuracy,row_top1_accuracy,row_top3_accuracy,row_top5_accuracy,mean_true_match_rank,median_true_match_rank,mean_reciprocal_rank,mean_true_cost,mean_false_cost,median_true_cost,median_false_cost,weight_centroids,weight_geometry,weight_ellipse,weight_overlap,n_features_centroids,n_features_geometry,n_features_ellipse,n_features_overlap
43,27,0.627906976744186,0.5348837209302325,0.7209302325581395,0.7906976744186046,3.7209302325581395,1.0,0.6588446970398437,0.48030692805325154,1.0498973974461951,0.4845784684436208,1.0161169214315549,0.25,0.75,0.0,0.0,10,10,30,20
