h1_audio,predicted_h2_audio,true_h2_audio,is_correct,assigned_cost,true_match_cost,true_match_rank,predicted_match_rank_for_this_h1,best_candidate_cost_for_this_h1,second_best_candidate_cost_for_this_h1,margin_best_to_second,centroids_distance_assigned,centroids_distance_true,geometry_distance_assigned,geometry_distance_true,ellipse_distance_assigned,ellipse_distance_true,overlap_distance_assigned,overlap_distance_true
061ea7d0-Audio_SP16,2988c6fc-Audio_SP13,061ea7d0-Audio_SP16,False,0.3446339952805496,0.8226192448862423,21,2,0.3286422832792882,0.3446339952805496,0.015991712001261427,0.4245751604112829,0.8139328631206784,0.3179869402369719,0.8255147054747636,0.5642671434151233,0.3471243741963225,0.569763160923456,0.49880995186360316
0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,True,0.5394090480646464,0.5394090480646464,2,2,0.5087249324591014,0.5394090480646464,0.03068411560554496,0.548475607404587,0.548475607404587,0.5363868616179995,0.5363868616179995,0.8819178210926861,0.8819178210926861,2.045482339221539,2.045482339221539
0e6115f2-Audio_SP19,fcd45f4d-Audio_SP21,0e6115f2-Audio_SP19,False,0.5462155034500347,0.5564413027175137,10,8,0.3512345481600276,0.35902349217559143,0.007788944015563848,0.5275536919701843,0.4350452983150202,0.5524361072766515,0.5969066375183448,0.8529953822234249,0.26326859237987654,1.138268816616493,0.3519688092294734
0f786745-Audio_SP20,0f786745-Audio_SP20,0f786745-Audio_SP20,True,0.37786480678214224,0.37786480678214224,1,1,0.37786480678214224,0.7207922340888332,0.34292742730669096,0.3743405960992301,0.3743405960992301,0.37903954367644627,0.37903954367644627,0.6217624580899144,0.6217624580899144,0.7078409462029293,0.7078409462029293
12c532f8-Audio_SP15,12c532f8-Audio_SP15,12c532f8-Audio_SP15,True,0.31404271428232716,0.31404271428232716,1,1,0.31404271428232716,0.5185492859813632,0.20450657169903602,0.4100058115356418,0.4100058115356418,0.28205501519788895,0.28205501519788895,0.26657793837826876,0.26657793837826876,0.26195868957880036,0.26195868957880036
181d5ce9-Audio_SP21,181d5ce9-Audio_SP21,181d5ce9-Audio_SP21,True,0.5436686498744286,0.5436686498744286,1,1,0.5436686498744286,0.6332239748863275,0.08955532501189889,0.5595929232733412,0.5595929232733412,0.5383605587414578,0.5383605587414578,0.5321064053789347,0.5321064053789347,0.4993810949639579,0.4993810949639579
1c403477-Audio_SP13,1c403477-Audio_SP13,1c403477-Audio_SP13,True,0.28413623312798186,0.28413623312798186,1,1,0.28413623312798186,0.41418474223473006,0.1300485091067482,0.2343272769775251,0.2343272769775251,0.30073921851146745,0.30073921851146745,0.40244063313025813,0.40244063313025813,0.6502018788919334,0.6502018788919334
1d46eb6e-Audio_SP18,1d46eb6e-Audio_SP18,1d46eb6e-Audio_SP18,True,0.2530320493257135,0.2530320493257135,1,1,0.2530320493257135,0.3559906996261587,0.10295865030044521,0.23457112385541468,0.23457112385541468,0.2591856911491464,0.2591856911491464,0.20316071122550086,0.20316071122550086,0.12474550204679165,0.12474550204679165
2988c6fc-Audio_SP13,c3533b36-Audio_SP16,2988c6fc-Audio_SP13,False,0.4796502026375975,0.3628993958307334,1,2,0.3628993958307334,0.4796502026375975,0.11675080680686412,0.6768689357073564,0.36121951044757195,0.41391062494767783,0.3634593576251205,0.7972929505132432,0.4851078883129156,0.8890944580911969,0.29184288190239904
2e25304d-Audio_SP12,2e25304d-Audio_SP12,2e25304d-Audio_SP12,True,0.495326731048791,0.495326731048791,1,1,0.495326731048791,0.6726632337987423,0.17733650274995127,0.5193990147094109,0.5193990147094109,0.487302636495251,0.487302636495251,0.5560082810078584,0.5560082810078584,0.6927539879739356,0.6927539879739356
