audio,half,vowel_raw,vowel_norm,f1,f2,token_time
49ae7020-Audio_SP17,H1,o,o,242.64026650095445,1744.6803158720631,33.56275
49ae7020-Audio_SP17,H1,o,o,578.8096052117666,1077.1557677060089,42.048750000000005
49ae7020-Audio_SP17,H1,o,o,741.5629792621777,1490.1481007456307,44.338750000000005
49ae7020-Audio_SP17,H1,o,o,678.5567843940199,1031.6166152219405,54.68975
49ae7020-Audio_SP17,H1,o,o,599.9230683330983,852.6537843287616,55.56075
49ae7020-Audio_SP17,H1,o,o,541.940555762161,1009.2410893644708,56.98875
49ae7020-Audio_SP17,H1,o,o,558.9468178861731,1166.8252375243878,69.44275
49ae7020-Audio_SP17,H1,o,o,585.2207055791547,1200.2050281681825,69.96575
49ae7020-Audio_SP17,H1,o,o,612.584833107314,917.2961967651892,70.47975000000001
49ae7020-Audio_SP17,H1,o,o,582.2776881590665,890.5714388356255,71.45375
49ae7020-Audio_SP17,H1,o,o,524.1858090638661,774.7466431697677,71.61574999999999
49ae7020-Audio_SP17,H1,o,o,553.2046323842964,1042.637366983883,71.87575
49ae7020-Audio_SP17,H1,o,o,535.8366130295904,951.0686598810172,77.69375
49ae7020-Audio_SP17,H1,o,o,556.5294064625981,899.7032444139653,77.97274999999999
49ae7020-Audio_SP17,H1,o,o,603.3065619713327,1252.1677038777775,78.56375
49ae7020-Audio_SP17,H1,o,o,617.7970156164972,955.8208413036832,79.62375
49ae7020-Audio_SP17,H1,o,o,603.0252632050118,883.6245896823191,83.21575
49ae7020-Audio_SP17,H1,o,o,360.0230132524049,656.2605482172687,102.53375
49ae7020-Audio_SP17,H1,o,o,695.789992037194,1238.9932818923703,118.54375
49ae7020-Audio_SP17,H1,o,o,541.859239194823,1074.7457177486992,122.59775
49ae7020-Audio_SP17,H1,o,o,614.2331565996927,1326.0180357177153,123.24775
49ae7020-Audio_SP17,H1,o,o,539.6925238556203,1266.273926773823,127.52575
49ae7020-Audio_SP17,H1,o,o,540.211066175325,915.2396453759212,133.75775
49ae7020-Audio_SP17,H1,o,o,664.0095371183938,1254.1862610774574,135.06075
49ae7020-Audio_SP17,H1,o,o,591.7440159374889,1159.5373384723068,140.34775000000002
49ae7020-Audio_SP17,H1,o,o,620.1245539687706,1365.1857752590631,143.83575
49ae7020-Audio_SP17,H1,o,o,541.7355800737068,922.9434096724866,146.95375
49ae7020-Audio_SP17,H1,o,o,527.9610153622656,1409.92823982439,147.45274999999998
49ae7020-Audio_SP17,H1,o,o,633.1921539148169,1359.6978621368528,153.89274999999998
49ae7020-Audio_SP17,H1,o,o,499.4740517613891,887.4680421056016,154.89775
49ae7020-Audio_SP17,H1,o,o,533.1533961288551,1104.0325480118047,159.72275
49ae7020-Audio_SP17,H1,o,o,550.2686199411633,1271.2696408567922,159.92575
49ae7020-Audio_SP17,H1,o,o,516.6088725166906,791.6005957053904,160.56375000000003
49ae7020-Audio_SP17,H1,o,o,527.152638143355,918.1067690460786,161.48074999999997
49ae7020-Audio_SP17,H1,o,o,534.0931736739932,933.7494142311472,162.38375000000002
49ae7020-Audio_SP17,H1,o,o,566.3615199527342,1269.928014357897,166.48875
49ae7020-Audio_SP17,H1,o,o,630.8624443121281,1091.5426147836142,172.69275
49ae7020-Audio_SP17,H1,o,o,512.7329443544411,1013.854299763064,180.04875
49ae7020-Audio_SP17,H1,o,o,475.3972721017634,1354.2454485843186,181.58575
49ae7020-Audio_SP17,H1,o,o,692.2257576437887,1144.7929670878727,201.08875
49ae7020-Audio_SP17,H1,o,o,606.4439970600223,1435.5780555617314,229.35375
49ae7020-Audio_SP17,H1,o,o,654.1766979395552,945.224468044201,229.83275
49ae7020-Audio_SP17,H1,o,o,636.5118933494052,1383.8872333924369,242.29375
49ae7020-Audio_SP17,H1,o,o,520.577258119697,902.8339408432832,250.91575
49ae7020-Audio_SP17,H1,o,o,546.0669192637841,906.6463696480616,252.01775
49ae7020-Audio_SP17,H1,o,o,596.5555925494433,1312.1399804531725,253.52875
49ae7020-Audio_SP17,H1,o,o,596.6696700296894,1089.717935898315,253.99275
49ae7020-Audio_SP17,H1,o,o,563.782404482459,1200.9765954869174,260.55875000000003
49ae7020-Audio_SP17,H1,o,o,545.8619784374056,923.6606776781366,263.87775000000005
49ae7020-Audio_SP17,H1,o,o,580.7814343489601,1373.859062811462,264.26275000000004
49ae7020-Audio_SP17,H1,o,o,650.2488727343818,1127.160084176979,299.40375
49ae7020-Audio_SP17,H1,o,o,711.2915410160556,1394.5962977848276,300.56875
49ae7020-Audio_SP17,H1,o,o,578.1118743952766,961.6170026330936,305.36074999999994
49ae7020-Audio_SP17,H1,o,o,569.2997341636188,1276.9857969108657,308.36575
49ae7020-Audio_SP17,H1,o,o,518.8409068060311,869.0095996841852,314.80575
49ae7020-Audio_SP17,H1,o,o,586.8979167690455,1355.501315610932,320.64875
49ae7020-Audio_SP17,H1,o,o,551.4561298435125,1236.1052778876492,321.15275
49ae7020-Audio_SP17,H1,o,o,550.0836102379577,1316.5644009488403,322.76575
49ae7020-Audio_SP17,H1,o,o,521.5057978359674,1193.8771691264851,324.39374999999995
49ae7020-Audio_SP17,H1,o,o,529.6135270602409,774.8768487733613,324.47375
49ae7020-Audio_SP17,H1,o,o,674.7976869913201,1189.8680611100024,326.16074999999995
49ae7020-Audio_SP17,H1,o,o,566.2268389034808,1212.459928085252,327.40574999999995
49ae7020-Audio_SP17,H1,o,o,574.257332511733,1384.2242692070076,344.30574999999993
49ae7020-Audio_SP17,H1,o,o,541.3975885642709,892.013757125709,354.18375
49ae7020-Audio_SP17,H1,o,o,634.7306693690571,1209.1542428681798,357.64875
49ae7020-Audio_SP17,H1,o,o,598.3269661098167,1333.2174366263423,368.68275000000006
49ae7020-Audio_SP17,H1,o,o,593.2681176330648,1195.1492281647104,369.87575
49ae7020-Audio_SP17,H1,o,o,523.903682862414,956.6113628151388,371.81575
49ae7020-Audio_SP17,H1,o,o,463.49849137426406,804.8755300324551,374.20375
49ae7020-Audio_SP17,H1,o,o,606.9094641261502,1002.3676668940418,380.95075
49ae7020-Audio_SP17,H1,o,o,582.5559592783401,969.2930218698,382.09375
49ae7020-Audio_SP17,H1,o,o,617.2272888290673,1400.668949372406,382.42375
49ae7020-Audio_SP17,H1,o,o,633.4159337562511,1338.0509549617796,386.84275
49ae7020-Audio_SP17,H1,o,o,574.4650705422764,978.7793150140886,391.77375
49ae7020-Audio_SP17,H1,o,o,512.1360584238946,911.3655794154754,393.52375
49ae7020-Audio_SP17,H1,o,o,562.0585638617509,1295.7979923102246,396.12275000000005
49ae7020-Audio_SP17,H1,o,o,517.8801242158636,1654.0173685469467,398.4427500000001
49ae7020-Audio_SP17,H1,o,o,615.7090301840587,1114.401636634915,402.88975
49ae7020-Audio_SP17,H1,o,o,591.2990952275696,1102.7206616467995,403.9427500000001
49ae7020-Audio_SP17,H1,o,o,588.6965367226152,1290.3520532453435,405.29275
49ae7020-Audio_SP17,H1,o,o,541.525684158251,932.3653794520652,408.90375
49ae7020-Audio_SP17,H1,o,o,574.8927771797371,1361.1173435236828,409.18375
49ae7020-Audio_SP17,H1,o,o,570.6401242260566,946.7304543310872,410.50575
49ae7020-Audio_SP17,H1,o,o,775.7127752591463,1452.0256495098215,415.60375
49ae7020-Audio_SP17,H1,o,o,625.7902949503508,1257.9953426351365,416.66075
49ae7020-Audio_SP17,H1,o,o,644.2696487976209,1092.6997927994382,417.84375
49ae7020-Audio_SP17,H1,o,o,611.1536889467251,1157.1529471041288,418.4377500000001
49ae7020-Audio_SP17,H1,o,o,540.1388922016777,1058.821200033442,418.66375
49ae7020-Audio_SP17,H1,o,o,550.3249215220658,730.5275186620131,428.31375
49ae7020-Audio_SP17,H1,o,o,634.5216396334494,1412.2894750918924,431.55575
49ae7020-Audio_SP17,H1,o,o,642.357658975515,791.0291357097591,434.84575
49ae7020-Audio_SP17,H1,o,o,537.6205813004858,1375.393985171299,440.1277500000001
49ae7020-Audio_SP17,H1,o,o,568.1463568187653,1447.9048649054068,441.63575
49ae7020-Audio_SP17,H1,o,o,571.463190162369,966.2644814868024,441.98575
49ae7020-Audio_SP17,H1,o,o,535.2808307692187,1215.2993502024071,442.29575
49ae7020-Audio_SP17,H1,o,o,543.8563467925749,1332.1851452730791,442.87275000000005
49ae7020-Audio_SP17,H1,o,o,540.2531746653265,1070.7928663405955,443.71275
49ae7020-Audio_SP17,H1,o,o,553.2288105388537,901.7224353357208,445.17875
49ae7020-Audio_SP17,H1,o,o,574.377842572033,961.0929750125612,448.16375
49ae7020-Audio_SP17,H1,o,o,630.3594697585015,1477.8816037476013,451.42875
49ae7020-Audio_SP17,H1,o,o,549.9452956700129,1025.3391510773586,452.48575
49ae7020-Audio_SP17,H1,o,o,617.9414423580063,1136.2411886739208,463.34775
49ae7020-Audio_SP17,H1,o,o,564.6875990048575,1883.5305065404343,463.80375
49ae7020-Audio_SP17,H1,o,o,587.4583542332617,1482.4819115057037,465.07875
49ae7020-Audio_SP17,H1,o,o,530.5545984878821,1244.7118922028658,465.93575
49ae7020-Audio_SP17,H1,o,o,642.9131253779931,989.7962742960484,485.24875
49ae7020-Audio_SP17,H1,o,o,667.6797488391861,1255.8991284873705,485.9427500000001
49ae7020-Audio_SP17,H1,o,o,501.0835756540801,920.3454183446264,495.02275
49ae7020-Audio_SP17,H1,o,o,559.3422361471924,1312.2286755848286,500.00075
49ae7020-Audio_SP17,H1,o,o,643.5939355561015,1592.848977515897,501.93375
49ae7020-Audio_SP17,H1,o,o,542.3187509376186,1311.3068587237694,504.74375
49ae7020-Audio_SP17,H1,o,o,605.1380524531696,1250.842953862575,506.65575
49ae7020-Audio_SP17,H1,o,o,625.4101318299946,1174.3635996591588,508.07775
49ae7020-Audio_SP17,H1,o,o,623.9658003588005,1382.3375790138075,509.12575
49ae7020-Audio_SP17,H1,o,o,570.9723296720645,1300.1413926542043,509.26375
49ae7020-Audio_SP17,H1,o,o,614.1393404633275,1037.076355364582,512.9737500000001
49ae7020-Audio_SP17,H1,o,o,722.2467607402125,1042.4788049404954,516.78375
49ae7020-Audio_SP17,H1,o,o,631.6063834380266,1041.6883736235511,517.12075
49ae7020-Audio_SP17,H1,o,o,534.3806476404218,1203.3071863427324,517.6007500000001
49ae7020-Audio_SP17,H1,o,o,555.0696583596298,1296.970428405434,520.32375
49ae7020-Audio_SP17,H1,o,o,564.701710101449,1016.6371600681802,520.6957500000001
49ae7020-Audio_SP17,H1,o,o,560.1692378035236,1342.6141297661572,521.5857500000001
49ae7020-Audio_SP17,H1,o,o,606.1191336601439,924.058645029876,523.2337500000001
49ae7020-Audio_SP17,H1,o,o,541.5779805589997,1251.6715115242628,524.4707500000001
49ae7020-Audio_SP17,H1,o,o,527.5178211171954,729.2234182417254,534.79575
49ae7020-Audio_SP17,H1,o,o,549.2162439100489,1099.0014467014598,535.25575
49ae7020-Audio_SP17,H1,o,o,570.7566374664221,876.0554157229705,537.9477499999999
49ae7020-Audio_SP17,H1,o,o,575.655877435617,958.8862768017952,538.6387500000001
49ae7020-Audio_SP17,H1,o,o,530.29873780031,1111.1459815468904,539.7627500000001
49ae7020-Audio_SP17,H1,o,o,559.4470609789169,1432.5420578162166,545.82575
