vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,455.9433997145841,2350.8416167641144,476.0957667121484,2342.0893171316256,20.152366997564343,-8.752299632488757,21.970904498026094
e,550.3866851062897,1944.579468134808,549.5375106174669,1946.272900284411,-0.8491744888228823,1.6934321496030407,1.8944154132018611
a,663.2862403645773,1535.4619727903396,657.7385524394921,1542.6249487200218,-5.547687925085256,7.162975929682261,9.06008087620327
o,569.0133890905263,1166.8252375243878,579.2636896242659,1115.529823519934,10.250300533739619,-51.29541400445373,52.309541757888596
u,509.71382924776594,936.7327498647273,497.4341054461328,975.4958920586856,-12.279723801633168,38.76314219395829,40.661687242334466
