half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,1395,5,54,124765.27851845336,731.0234458571329,237.61100705766162,3.761185001567406,1.2220605433814025,192.33319005467538,0.17000985863650667
H2,1076,5,33,127566.23406336783,722.7194422136606,162.18995902108063,3.5786287586170795,0.7652862025814227,199.11094284684629,0.19759849331391602
