n_audios,hungarian_correct,hungarian_accuracy,row_top1_accuracy,row_top3_accuracy,row_top5_accuracy,mean_true_match_rank,median_true_match_rank,mean_reciprocal_rank,mean_true_cost,mean_false_cost,median_true_cost,median_false_cost,weight_centroids,weight_geometry,weight_ellipse,weight_overlap,n_features_centroids,n_features_geometry,n_features_ellipse,n_features_overlap
43,27,0.627906976744186,0.5348837209302325,0.6511627906976745,0.7441860465116279,4.27906976744186,1.0,0.6295607381047219,0.48101496248679626,1.0481417931061332,0.4845203106354956,1.0064414669555584,0.0,1.0,0.0,0.0,10,10,30,20
